职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人力资源总监,"
                    	50-80万
                    ",上海,本科及以上,8年以上,语言不限,29-43岁,,"
               1、负责公司人力资源管理工作，明确人力管理目标和总体方案，向公司提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；2、根据公司的发展战略，组织制定公司人力资源发展的长期规划、中期规划和年度计划，并监督各项计划的实施；3、贯彻实施各项人力资源管理制度，定期检查制度执行情况，并根据企业发展的实际情况，不断完善人力资源管理制度；4、研究、设计人力资源管理模式（包含招聘、员工关系、培训、绩效薪酬及企业文化建设等体系的全面建设）；5、组织制定员工招聘、聘任、调动、考核、晋升、奖惩、职称和技术等级评定等人事管理的方针、政策、规章和标准，并监督执行；6、协调和指导本部门和各用人部门人才招聘、员工培训、绩效考评、薪酬等工作的进行，确保公司人力资源的合理使用；7、计划和审核人力资源管理成本，并实施合理有效的管控；8、及时处理公司管理过程中的重大人力资源问题，负责与劳动人事、政府行政部门保持良好的联系，及时获得相关政策支持；9、完成上级领导临时交办的各项其他工作。","要求：1、人力资源管理、行政管理、工商管理相关专业，大学本科及以上学历；2、在人力规模在200人以上的大中型企业有五年以上人力资源管理经验；3、熟悉劳动法等人事相关法律法规，具备一定财务知识者优先；4、具备丰富的团队管理经验，团队协作精神及较强的判断与决策能力、组织及公关能力；5、具备出色的分析解决问题能力、逻辑思维能力及洞察力，具有较强的执行能力及抗压能力；6、很强的责任心、事业心，对工作有很强的计划性和落实执行的能力；7、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力，亲和力强。
            ",hr,不限,ceo,0人,,,"
100%
							",1
人力资源总监,"
                    	40-60万
                    ",深圳,统招本科,10年以上,语言不限,30-45岁,,"
               根据集团组织管理体系、职位体系、薪酬体系、绩效管理体系的相关要求，结合事业部的实际情况开展人力资源工作； 根据集团薪酬体系政策和所在事业部的业务特点，不断完善事业部的薪酬体系并执行； 根据事业部特点，搭建适合事业部发展需要的绩效管理体系；
            ",,财务部,不限,事业部总经理,5人,,,"
100%
							",1
人力资源总监,"
                    	60-90万
                    ",上海,本科及以上,6年以上,语言不限,30-42岁,,"
               岗位职责：1、协助公司决策层制定公司发展战略，根据公司发展战略全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并指导监督人力资源各项计划的实施。 2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬及员工关系管理等体系的全面建设），制定和完善人力资源管理制度。3、向公司决策层提供人力资源、公司结构性调整等方面的建议并致力于提高公司综合管理水平，控制人力资源成本。 4、及时处理公司管理过程中的人力资源问题，指导人力资源各模块工作开展，做好员工职业生涯规划及企业文化建设。","资格：1、30-40岁，人力资源管理或相关专业本科以上学历；五年以上人力资源管理经验，三年以上人力资源总监工作经验，有集团HRM工作经验者优先； 2、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规； 3、具有良好德尔职业素养，品质端正；良好的组织规划能力、沟通与管理协调能力；有较强的责任意识和以身作则的精神。
            ",人力资源总监,不限,HRVP,0人,,,"
100%
							",1
人力资源总监,"
                    	40-60万
                    ",南昌,大专及以上,3年以上,语言不限,30-50岁,,"
               岗位职责：1：制定集团人力资源的战略规划2：督促集团人力资源战略的执行3：负责建立畅通的沟通渠道和有效的激励机制4:负责集团中高层管理人员的引进","资格：1：本科及以上文凭，工作十年以上2：有过规模100亿知名多元化产业集团的人力资源管理一把手经验3年以上。中国500强企业经验优先3：主导过大型实业集团人力资源的变革和完善，有知名企业成功经验优先。
            ",财务部,不限,人力总经理,0人,,,"
100%
							",1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	45-60万
                    ",北京,统招本科,12年以上,语言不限,38-48岁,,"
               岗位职责：1、为集团业务扩张和人才发展提供策略和专业支持，确保业务按计划开展和达成；2、推业务线人才发展通道建设并优化，通过人才盘点、关键人才培养、接班人计划等方式为组织选拔、培养和保留人才；3、有效管理团队，包括团队建设、员工关怀、员工激励、绩效管理、员工关系等；4、员工关系管理，定期与员工交流，了解员工心态，关注员工发展；5、定期向高层决策者提供有关人力资源战略、组织建设等方面的专项建议，为公司重大决策提供人力资源信息支持。","要求：1、统招本科以上学历，十年以上中大型规模企业人力资源工作经验；2、熟悉现代人力资源管理知识，对现代企业人力资源管理模式有系统的了解和丰富的实践经验；3、精通人力资源规划、招聘、培训、员工关系等模块；4、熟知国家及地方相关法律法规和用人政策、方针；5、较强的组织领导能力、管理能力、执行能力、协调能力、团队建设能力；6、具有很强的语言和文字表达能力，较强的沟通能力、谈判能力、抗压能力、公关能力；7、为人诚实守信，具良好的职业道德；8 . 有大型外资企业人力资源管理经验加分。
            ",人力资源部,不限,公司副总裁,30人,,,"
100%
							",1
人力资源总监,"
                    	50-80万
                    ",上海,学历不限,8年以上,语言不限,30-40岁,,"
               1、全面统筹规划公司的人力资源战略；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善各项管理规范、制度和流程；3、向公司高层决策者提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司综合管理水平;4、负责重大人事调整、组织机构变动、薪资福利、激励考核变动及企业文化建设；5、组织制定公司人力资源发展的各种规划，并监督各项计划的实施；6、为公司主管以上的管理者进行职业生涯规划设计；7、及时处理公司管理过程中的重大人力资源问题；8、完成董事长临时交办的各项工作任务。
            ",,人力资源中心,不限,副总裁,15人,,,"
44%
							",1
人力资源总监,"
                    	50-80万
                    ",上海,大专及以上,5年以上,普通话,30-50岁,,"
               1、全面统筹规划公司的人力资源战略；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善各项管理规范、制度和流程；3、向公司高层决策者提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司综合管理水平;4、负责重大人事调整、组织机构变动、薪资福利、激励考核变动及企业文化建设；5、组织制定公司人力资源发展的各种规划，并监督各项计划的实施；6、为公司主管以上的管理者进行职业生涯规划设计；7、及时处理公司管理过程中的重大人力资源问题；8、完成董事长临时交办的各项工作任务。
",,人力资源中心,不限,董事长,17人,,,"
50%
							",1
人力资源总监,"
                    	20-50万
                    ",广州,大专及以上,2年以上,语言不限,20-50岁,,"
               岗位职责 1、熟悉人力资源六大模块，尤其在招聘、员工关系、绩效三方面有丰富的工作经验；2、负责部门的日常管理工作及部门员工的管理、指导、培训及评估； 3、负责公司人力资源战略的执行，听从集团的指示；4、负责员工的聘用、福利、培训、绩效、员工关系等管理工作； 5、负责人力资源内部的组织管理； 6、负责办公室日常人事事务处理：负责招聘、录用、劳动合同签订、社保手续办理、人事档案建立、日常绩效考核、员工异动及离职、福利、培训、绩效等管理工作；7、员工关系管理，负责组织员工活动，和员工经常沟通;8、公司资产及文具管理；9、建立人事档案资料库，规范人才培养；10、能出色地完成上司布置的临时工作。","资格 1、人力资源管理或其他相关专业本科以上学历； 2、3年以上人事行政管理经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策； 4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神； 5、熟练使用常用办公软件及网络应用。6、有银行、第三方财富等金融公司HR经验优先。
            ",人事部,不限,副总裁,6人,,,"
98%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	22-40万
                    ",北京,大专及以上,2年以上,语言不限,20-50岁,,"
               岗位职责 1、熟悉人力资源六大模块，尤其在招聘、员工关系、绩效三方面有丰富的工作经验；2、负责部门的日常管理工作及部门员工的管理、指导、培训及评估； 3、负责公司人力资源战略的执行，听从集团的指示；4、负责员工的聘用、福利、培训、绩效、员工关系等管理工作； 5、负责人力资源内部的组织管理； 6、负责办公室日常人事事务处理：负责招聘、录用、劳动合同签订、社保手续办理、人事档案建立、日常绩效考核、员工异动及离职、福利、培训、绩效等管理工作；7、员工关系管理，负责组织员工活动，和员工经常沟通;8、公司资产及文具管理；9、建立人事档案资料库，规范人才培养；10、能出色地完成上司布置的临时工作。","资格 1、人力资源管理或其他相关专业本科以上学历； 2、3年以上人事行政管理经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策； 4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神； 5、熟练使用常用办公软件及网络应用。6、有银行、第三方财富等金融公司HR经验优先。
            ",人事部,不限,副总裁,8人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	20-50万
                    ",广州,大专及以上,2年以上,语言不限,20-50岁,,"
               岗位职责 1、熟悉人力资源六大模块，尤其在招聘、员工关系、绩效三方面有丰富的工作经验；2、负责部门的日常管理工作及部门员工的管理、指导、培训及评估； 3、负责公司人力资源战略的执行，听从集团的指示；4、负责员工的聘用、福利、培训、绩效、员工关系等管理工作； 5、负责人力资源内部的组织管理； 6、负责办公室日常人事事务处理：负责招聘、录用、劳动合同签订、社保手续办理、人事档案建立、日常绩效考核、员工异动及离职、福利、培训、绩效等管理工作；7、员工关系管理，负责组织员工活动，和员工经常沟通;8、公司资产及文具管理；9、建立人事档案资料库，规范人才培养；10、能出色地完成上司布置的临时工作。","资格 1、人力资源管理或其他相关专业本科以上学历； 2、3年以上人事行政管理经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策； 4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神； 5、熟练使用常用办公软件及网络应用。6、有银行、第三方财富等金融公司HR经验优先。
            ",人事部,不限,副总裁,5人,,,"
100%
							",1
人力资源总监,"
                    	25-55万
                    ",深圳,大专及以上,2年以上,语言不限,20-50岁,,"
               岗位职责 1、熟悉人力资源六大模块，尤其在招聘、员工关系、绩效三方面有丰富的工作经验；2、负责部门的日常管理工作及部门员工的管理、指导、培训及评估； 3、负责公司人力资源战略的执行，听从集团的指示；4、负责员工的聘用、福利、培训、绩效、员工关系等管理工作； 5、负责人力资源内部的组织管理； 6、负责办公室日常人事事务处理：负责招聘、录用、劳动合同签订、社保手续办理、人事档案建立、日常绩效考核、员工异动及离职、福利、培训、绩效等管理工作；7、员工关系管理，负责组织员工活动，和员工经常沟通;8、公司资产及文具管理；9、建立人事档案资料库，规范人才培养；10、能出色地完成上司布置的临时工作。","资格 1、人力资源管理或其他相关专业本科以上学历； 2、3年以上人事行政管理经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策； 4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神； 5、熟练使用常用办公软件及网络应用。6、有银行、第三方财富等金融公司HR经验优先。
            ",人事部,不限,副总裁,5人,,,"
98%
							",1
人力资源总监,"
                    	36-54万
                    ",深圳,本科及以上,10年以上,语言不限,20-40岁,,"
               工作职责：1、根据集团组织管理体系、职位体系、薪酬体系、绩效管理体系的相关要求，结合事业部的实际情况开展人力资源工作； 2、根据体系文件和所在单位的实际情况，完善所辖单位的组织架构、部门职责、定岗、定编等工作； 3、根据集团薪酬体系政策和所在事业部的业务特点，不断完善事业部的薪酬体系并执行； 4、根据事业部特点，搭建适合事业部发展需要的绩效管理体系； 5、完善和推行",资格体系； 6、组织开展多种形式的文化活动，增强员工的凝聚力和满意度； 7、根据劳动法律法规，不断提升劳动关系管理水平，预防和及时处理劳动争议。 ,总经办,不限,总经理,7人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	25-40万
                    ",郑州,统招本科,8年以上,语言不限,35-40岁,,"
               一、岗位职责：1、 全面统筹公司人力资源发展与规划，并监督各项计划的实施与费用预算；2、结合公司业务运营，分析适合的业务组织模式、人员结构和人员配置及考核激励模式，为组织效能优化提供决策建议；3、 研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），督导目标绩效管理工作，制定和完善人力资源管理制度；4、建立并持续完善各级岗位的",资格标准与胜任力模型，并在此基础上推动与实施评价体系，开发和优化员工职业晋升标准，建立并完善员工职业发展通道体系 。,人力资源部,不限,总经理,10人,,,"
100%
							",1
人力资源总监,"
                    	20-40万
                    ",义乌,大专及以上,5年以上,普通话,30-39岁,,"
               1、负责公司人力资源的构建； 2、负责团队综合能力的提升；3、负责企业制度化、规范化管理提升推进；4、负责人力资源管理工具的建立及应用；5、负责年度经营重大项目的推进及关闭；6、负责人力资源业务模块的优化及提升；7、负责人力机制建设；8、负责对业务部门的支持和服务！
            ",,人力资源部,不限,总经理,7人,,,"
86%
							",1
人力资源总监,"
                    	40-70万
                    ",北京,统招本科,8年以上,语言不限,28-38岁,,"
               岗位职责：1、全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、组织发展、培训、绩效、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度；3、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；4、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划；5、负责公司的整体企业文化建设。","资格：1、人力资源管理、工商管理等相关专业本科以上学历；2、8年以上人力资源管理经验，3年以上房企工作经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉房地产行业，熟悉国家相关政策、法律法规；4、具备较好的计划性和实施执行的能力；有亲和力，具备较好的激励、沟通、协调、团队领导能力，以及较强的责任心、事业心；5、具备良好的人际交往能力、组织协调能力以及解决复杂问题的能力。
            ",人力资源部,不限人力资源管理、工商管理等相关专业,总经理,0人,,,"
78%
							",1
人力资源总监,"
                    	50-70万
                    ",北京,统招本科,8年以上,语言不限,30-38岁,,"
               岗位职责：1、全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、组织发展、培训、绩效、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度；3、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；4、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划；5、负责公司的整体企业文化建设。","资格：1、人力资源管理、工商管理等相关专业本科以上学历；2、8年以上人力资源管理经验，3年以上房企工作经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉房地产行业，熟悉国家相关政策、法律法规；4、具备较好的计划性和实施执行的能力；有亲和力，具备较好的激励、沟通、协调、团队领导能力，以及较强的责任心、事业心；5、具备良好的人际交往能力、组织协调能力以及解决复杂问题的能力。
            ",人力资源部,不限,人力资源副总,0人,,,"
96%
							",1
人力资源总监,"
                    	50-80万
                    ",深圳,学历不限,7年以上,语言不限,30-45岁,,"
               工作职责:1、制定公司人力资源整体战略规划，并推动实施，确保人力资源满足公司业务发展需求；2、组织制定及完善人力资源管理体系，包括招聘、培训、绩效、薪酬福利、激励与约束及员工发展等体系的全面建设并推动实施；3、主持人力资源系统年度预算大纲的制订，提供关于人力资源方面的专题报告或建议；4、向公司决策层提供人力资源、组织机构等方面的建议，控制人力资源成本；5、根据公司发展变化情况，提出公司各业务系统组织结构、职位设置的调整建议；6、建议高层管理人员、核心人员的聘用、调配、解聘、职位等级和报酬待遇；审核其他员工的聘用、调配、解聘决定和职位等级、报酬待遇的确定及调整；7、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他部门工作；8、制订公司企业文化的推进计划，并推动、监督实施，确保推进计划与核心价值观的一致性；9、部门日常管理及梯队建设；10、领导交办的其他事宜。","要求：1、性别不限，人力资源、管理或相关专业本科以上学历；2、具有8年以上相关管理工作经验，3年以上人力资源同等职位工作经验；3、对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源管理各个模块均有较深的认识，能够指导各个模块的工作；4、具有良好的计划性和实施执行能力；5、具有战略、策略化思维，有能力建立、整合不同的工作团队；6、良好的沟通能力、敏锐的洞察力；7、学习能力强、执行力强；8、公平、公正、正直、诚信。9、认可企业的核心价值观
            ",人力部,不限,董事长,100人,,,"
100%
							",1
人力资源总监,"
                    	30-60万
                    ",深圳,学历不限,5年以上,语言不限,20-40岁,,"
               岗位职责：负责公司人力资源体系的架构搭建和制度建立；管理公司的六大模块；根据公司要求引进人才，完成总经理交代的其他相关事务。","资格：全盘人力资源模块的管理3年以上；对于手机通讯行业了解，熟悉门店的人力资源运营模式；愿意运用自己的资源全心全意和企业共同发展成长；
            ",人力部,不限,总经理,10人,,,"
100%
							",1
人力资源总监,"
                    	50-80万
                    ",北京,学历不限,5年以上,语言不限,20-50岁,,"
               工作职责:1、制定公司人力资源整体战略规划，并推动实施，确保人力资源满足公司业务发展需求；2、组织制定及完善人力资源管理体系，包括招聘、培训、绩效、薪酬福利、激励与约束及员工发展等体系的全面建设并推动实施；3、主持人力资源系统年度预算大纲的制订，提供关于人力资源方面的专题报告或建议；4、向公司决策层提供人力资源、组织机构等方面的建议，控制人力资源成本；5、根据公司发展变化情况，提出公司各业务系统组织结构、职位设置的调整建议；6、建议高层管理人员、核心人员的聘用、调配、解聘、职位等级和报酬待遇；审核其他员工的聘用、调配、解聘决定和职位等级、报酬待遇的确定及调整；7、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他部门工作；8、制订公司企业文化的推进计划，并推动、监督实施，确保推进计划与核心价值观的一致性；9、部门日常管理及梯队建设；10、领导交办的其他事宜。","要求：1、性别不限，人力资源、管理或相关专业本科以上学历；2、具有8年以上相关管理工作经验，3年以上人力资源同等职位工作经验；3、对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源管理各个模块均有较深的认识，能够指导各个模块的工作；4、具有良好的计划性和实施执行能力；5、具有战略、策略化思维，有能力建立、整合不同的工作团队；6、良好的沟通能力、敏锐的洞察力；7、学习能力强、执行力强；8、公平、公正、正直、诚信。9、认可企业的核心价值观
            ",人力部,不限,董事长,100人,,,"
99%
							",1
人力资源总监,"
                    	30-50万
                    ",深圳,学历不限,5年以上,语言不限,20-40岁,,"
               岗位职责：一、招聘与面试、业务管理：1、负责组织拟定公司内部和外部招聘管理制度及招聘流程，并确保制度和流程的有效运营；2、协助招聘/培训主管进行年度用工需求调查，并结合公司年度目标及调查内容，制定年度人力资源需求计划，且对计划的实施、调整负责；3、审核并批准招聘所选择的信息发布渠道及各类工作用表的使用与管理规范；4、负责组织建立公司招聘面试题库和笔试题库，并对题库的及时更新进行监督；5、参与管理人员/关键岗位人员面试甑选，并对甄选提出评估建议；6、监督各类人员入职手续的办理及试用期间新人的座谈工作，确保招聘达成率的完成；7、保证各品牌新人留用率，人员配置达标。二、培训管理：1、负责组织制定公司的培训管理制度及培训流程，并确保制度和流程的有效运营；2、进行年度培训需求调查，并结合公司年度目标及调查内容。三、绩效管理：1、负责组织制定绩效管理制度及绩效流程，并确保制度和流程的有效运营；2、协助薪资/人事助理组织有关人员对每月汇总的绩效结果进行诊断与问题研究；3、会同薪资/人事助理进行各部门绩优人员与绩差人员进行绩效访谈，就访谈结果与被访人其直接店长进行沟通，以期予以绩效管理改进；答复各位考核者、被考核者关于绩效管理实施过程中的各项疑惑及投诉问题；4、监督人事助理对各部门绩效考核的日常抽查执行情况；5、汇总、总结、报告结果，提出绩效发展建议方案。四、薪酬管理：1、对同行业市场本地区薪酬水平进行调查，同时实施企业内部薪酬满意度调查；结合外部市场调查与内部薪酬满意度调查汇总结果，拟草公司薪酬政策的改革建议方案或公司每年调薪的幅度建议报告；2、通过科学的工作分析及岗位评估方法，有针对性的建议部分岗位薪酬进行优化与改善；3、薪酬制度的有效实施与管理、调整与变革的执行及建议工作；4、人事异动、新进转正薪酬调整的建议审批工作；5、其它有效激励机制研究/制度建设/管理。五、劳资关系管理：1、劳资关系建立与协调，受理员工投诉及劳动争议解决；2、组织提供有关职业安全与法律保障的咨询与宣传，监督执行情况；3、组织建立内部沟通渠道；及时了解他们的思想动态及需求；六、日常工作：1、各项会议讨论事项跟进；2、结合品牌经理建议、各店店长反馈以及店完成比、个人排名，做好岗位职级的晋降考核、讨论、确认；3、互动、店长滚动、外卡号互动跟进，安排相关人员工作生活；4、外围店事项了解与跟进，及时互通相关品牌经理，做好有效跟进；5、巡店发现人才；6、整月工作总结报告。","资格：1、年龄：30-40岁，人力资源管理、企业管理、工商管理类相关专业，大专以上学历，如有特别优秀能力突出者可考虑超年龄录取；2、国际国内一线品牌、大淑女装5年以上工作经验；3、有较强的战略开发规划、统筹协调和团队管理能力。
            ",人力部,不限,总经理,6人,,,"
100%
							",1
人力资源总监,"
                    	20-50万
                    ",吉安,本科及以上,5年以上,语言不限,20-38岁,,"
               岗位职责：1、 根据公司发展战略，组织制定人力资源战略规划，并制订中、长期人力资源发展计划；2、 建立和完善人力资源管理体系，制订并组织实施人力资源管理制度（包含招聘、培训、绩效、薪酬及员工发展等）；3、 研究设计各岗位绩效考核方案并负责组织实施；4、 完善公司组织架构；5、 定期向高层决策者提供有关人力资源战略、组织建设、行政管理等方面的专项建议，为公司重大决策提供人力资源信息支持；6、 及时处理公司人事行政管理中的重大问题，负责公司的企业文化建设。","要求：1、38岁以下，大学本科及以上学历，人力资源管理、企业管理等相关专业；2、5年以上药企相关人力资源管理工作经验；3、具有较强的组织领导能力、执行能力、协调能力、公关能力、创新能力、团队建议能力，具有很强的语言和文字表达能力。
            ",人资,人事相关,副总经理,0人,,,"
100%
							",1
人力资源总监,"
                    	70-100万
                    ",厦门,大专及以上,8年以上,普通话,33-50岁,,"
               岗位职责：1、全面统筹规划公司的人力资源战略；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度；3、向公司高层决策者提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；4、塑造、维护、发展和传播企业文化；5、组织制定公司人力资源发展的各种规划，并监督各项计划的实施；6、为公司主管以上的管理者进行职业生涯规划设计；7、及时处理公司管理过程中的重大人力资源问题；8、完成领导临时交办的各项工作任务。","资格：◆人力资源、管理或相关专业本科以上学历。培训经历:◆受过战略管理、战略人力资源管理、组织变革管理、管理能力开发等方面的培训。经 验:◆8年以上相关工作经验，2年以上人力资源总监工作经验。技能技巧:◆对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，能够指导各个职能模块的工作；◆具备现代人力资源管理理念和扎实的理论基础；◆熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；◆熟悉办公软件及相关的人事管理软件；态 度:◆具有战略、策略化思维，有能力建立、整合不同的工作团队；◆具有解决复杂问题的能力；◆很强的计划性和实施执行的能力；◆很强的激励、沟通、协调、团队领导能力，责任心、事业心强。
            ",人力资源管理中心,不限,人力资源副总裁,0人,,,"
100%
							",1
人力资源总监,"
                    	80-100万
                    ",金华,统招本科,10年以上,语言不限,40-45岁,,"
               ","要求: 1、本科及以上学历，人力资源管理或相关管理类专业毕业； 2、十年以上人力资源领域工作经验，五年以上大型集团公司管理经验； 3、熟悉国家劳动人事法律、法规及相关政策，具有较丰富的现代人力资源管理经验； 
",猎才部,不限,无,0人,,,"
100%
							",1
人力资源总监,"
                    	30-60万
                    ",上海,本科及以上,5年以上,语言不限,20-35岁,,"
               【岗位职责】：1、明确集团公司人力资源目标和总体方案，提供有关人力资源战略、组织建设等方面的建议，并致力于提高集团公司的综合管理水平；2、制定并完善集团公司人力资源管理方针、政策和制度；3、组织制定人力资源发展的长期规划、中期规划和年度计划，并监督各项计划的实施；4、组织建立部门及公司各项管理规章制度及组织内部人员架构，完善各部门工作流程；5、组织制定员工招聘、聘任、调动、考核、晋升、奖惩、职称和技术等级评定等人事管理的方针，政策、规章和标准并监督执行；6、协调和指导本部门和各用人部门人才招聘、员工培训、绩效考评、薪酬等工作的进行，确保集团公司人力资源的合理使用；7、计划及审核人力资源管理成本，及时处理集团公司管理过程中的重大人力资源问题；8、负责与劳动人事、政府行政部门保持良好联系，及时获得相关政策支持；9、完成常务副总裁临时交办的各项工作任务。【","要求】：1、本科以上学历，年龄25-40岁；2、5年以上人力资源工作经验，3年以上大型企业人力资源总监及负责人管理经验；3、了解大中型企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；4、较强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力；6、为公司主管及以上的管理者进行职业生涯规划，并设计指导企业员工的职业生涯规划。
            ",人事部,不限,ceo,10人,,,"
100%
							",1
人力资源总监,"
                    	60-80万
                    ",广东省,统招本科,10年以上,普通话,35-45岁,,"
               ","要求：1、全日制本科或以上学历，人力资源管理或相关专业，年龄35-40岁； 2、有5年以上人力资源总监工作经验，3年以上小家电或OEM制造型企业人力资源工作经验； 3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规； 4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心； 5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。 工作职责：1、协助总部人力资源中心决策层制定公司发展战略，负责其功能领域内短期及长期的公司决策和战略，对公司中长期目标的达成产生重要影响； 2、全面统筹规划人力资源开发分公司管理，拟定人力资源规划方案，并监督各项计划的实施； 3、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度； 4、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本； 5、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划； 6、负责公司的整体企业文化建设。
            ",人力资源部,人力资源相关专业,总经理,6人,,,"
100%
							",1
人力资源总监,"
                    	90-120万
                    ",北京,本科及以上,7年以上,语言不限,20-50岁,,"
               1、全面统筹规划公司人力资源战略，制订适应公司发展的中长期人才战略规划及整体人力资源规划，并负责监督实施； 2、参与公司战略规划及重大问题的决策，向公司总经理提供有关人力战略、组织建设等方面的建议； 3、负责管理招聘、培训、薪酬福利、员工关系、绩效考核、激励机制等人力资源职能，熟悉国家相关的政策、法律法规； 4、擅长各类中高级人才的招募及人才梯队建设，及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划； 5、熟悉行政事务的管理，督导公司行政事务的安排。
            ",,人力资源部,不限,CEO,0人,,,"
100%
							",1
