职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理,"10-18万
                                        

"," 
北京-朝阳区
",统招本科,3年以上,语言不限,年龄不限,"扁平管理,休闲餐点,11天特休,10天年假,早10晚6,五险一金,",职位概述：1、了解业务部门需求，协助分析运营指标，拟定绩效优化方案；2、负责绩效激励方案的制定；3、全员绩效评估方案制定、跟进，完善相关流程和标准；4、薪酬绩效的其他相关事宜；5.参与公司组织架构和岗位设置的制定与调整；6.拟定公司人力资源发展方案，提升公司管理团队领导力，建立后备人才选拔方案和人才储备机制；7.把握人力资源方面的信息、数据和趋势，制定相应策略，支持公司业务的可持续性发展。,"要求：1.统招本科及以上学历，3年以上人力资源管理工作经验，两年以上高级人力资源部经理工作经验，有知名媒体、互联网、公关公司、广告行业背景的优先考虑；2.对现代企业人力资源管理模式有系统的了解和实践经验积累，尤其在人力资源配置、招聘、绩效考核方面具有丰富的实践经验；3.具备人力资源战略规划、组织变革管理、管理能力开发等管理体系建设能力；4.有亲和力，具备优秀的人际交往能力、应变能力、沟通及解决问题的能力；
                            ",运营部,不限,运营总监,0人,广告/公关/市场推广/会展,50-99人,,
人力资源经理,"14-16万
                                        

"," 
杭州
",本科及以上,5年以上,语言不限,年龄不限,"五险一金,午餐补助,交通补助,通讯津贴,带薪年假,","岗位职责：1. 建立、建全公司人力资源管理系统，根据公司的实际情况、发展战略和经营计划制定公司的人力资源计划；2. 根据业务发展，对公司的各个职能部门进行职务分析，编制各岗位的岗位说明书，审核公司的人员编制；3.组织各种形式的招聘工作，收集招聘信息，进行人员的招聘、选拔、聘用及配置，建立公司人才库，保证人才储备；4． 负责员工薪酬方案的制定、实施和修订，并对公司薪酬情况进行监控； 5. 负责建立公司的培训体系，制定公司的年度培训计划，并对公司的培训工作进行监督和考核； 6. 建立员工沟通渠道，定期收集信息，拟订并不断评估公司激励机制、福利保障制度和劳动安全保护措施； 7. 负责劳动合同的签订与管理工作，进行劳动关系管理，代表公司解决劳动争议和纠纷；8. 负责公司与外部各级组织、机构的业务联系，负责对内、对外劳资统计协调工作。其他要求：1、 人力资源或管理相关专业全日制本科以上学历；2、 5年以上的人力资源管理相关经验；3、 性格开朗，善于沟通协调，能承受较大工作压力；4、 有大型企业或集团公司工作经验优先考虑。
                            ",,金成教育集团,不限,无,0人,房地产开发/建筑/建材/工程,500-999人,75%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理,"面议
                                        

"," 
长沙
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,岗位晋升,五险一金,发展空间大,",岗位职责：1、负责本地区的团队搭建；2、负责培训、薪酬、考核、员工关系等人力资源日常管理事宜；3、根据行业和公司发展状况，协助制定公司薪酬体系、激励体系并负责实施；4、协助推动公司理念及企业文化的形成；5、负责部门的日常事务管理工作。,"要求：1、对人力资源管理各个职能模块均有深入的认识，能够指导各个职能模块的工作；2、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；3、良好的沟通协调能力，有责任心；4、有医药行业工作背景，有丰富的医药行业招聘工作经验优先。
",办事处/分公司,不限,地区负责人，总经理,0人,制药/生物工程,100-499人,30%,
人力资源经理,"面议
                                        

"," 
北京
",本科及以上,5年以上,语言不限,年龄不限,"管理规范,五险一金,带薪年假,交通补助,通讯津贴,午餐补助,绩效奖金,年底双薪,节日礼物,",岗位职责：1、协助公司决策层指定公司战略发展目标，并监督执行与检查；2、根据公司战略目标制定人力资源工作发展规划、计划与预算方案；3、协助建立有效的组织机构，牵头制定各部门及岗位职能；4、组织制定完善公司各项管理制度；5、建立和优化公司绩效管理体系，组织实施并对各部门绩效考核过程进行监督控制；6、根据公司人力资源规划，负责人力资源的招聘和重要岗位的选拔；7、建立和优化公司培训体系，负责公司全员的职前和在职培训；8、负责公司薪酬和福利管理，建立具有竞争力的薪酬体系；,"要求：1、本科以上学历，人力资源、企业管理或者相关专业；2、5年以上大中型快消品行业人力资源工作经验；
                            ",人事行政部,不限,总监,2人,食品/饮料/烟酒/日化,500-999人,64%,
人力资源经理,"13-16万
                                        

"," 
福州-台江区
",大专及以上,5年以上,语言不限,年龄不限,"节日礼物,五险一金,管理规范,公司规模大,弹性工作,",一、岗位职责：1、负责人力资源部的管理工作；2、协助人资总监制定人力资源规划，并组织实施；3、负责制定人力资源政策、制度；4、建立招聘管理体系，有效控制员工流动率；5、组织完成年度培训计划，帮助核心员工制定职业生涯规划；6、建立绩效管理与考核体系；7、完善公司薪酬体系，组织实施；7、建立和谐的劳资关系。二、,"要求：1、本科以上学历，年龄28-35周岁，五年以上人力资源管理工作；2、熟悉人力资源各模块工作，擅长招聘、薪酬、员工关系模块，具执行力及领导力；3、具备良好表达、沟通协调能力及团队凝聚力；4、熟悉当地及国家相关劳动法律法规；5、熟练操作办公软件（WORD，EXCEL，POWERPOINT）及相关的人事管理软件；6、具备金融行业、互联网行业人力资源管理工作经验优先。薪酬及福利：
                            ",人资行政中心,不限,人资行政中心总监,10人,基金/证券/期货/投资,1000-2000人,90%,
人力资源经理,"6-12万
                                        

"," 
成都
",统招本科,5年以上,语言不限,年龄不限,"带薪年假,扁平管理,发展空间大,绩效奖金,弹性工作,领导好,岗位晋升,团队聚餐,管理规范,技能培训,五险一金,休闲餐点,全勤奖,优秀员工奖,股票期权,",职责描述：1、制定人力资源战略规划，为重大人事决策提供建议和信息支持；2、根据公司发展战略组织制定人力资源战略规划，全面考虑管理和营销人才的梯队建设；3、招聘管理，协调各部门的人力资源需求计划，制定和掌握人员编制方案、岗位,要求，组织好相关的招聘、渠道开发、维护以及面试等；4、负责员工培训体系的建立、公司内部讲师团队的建设、课程体系的开发、激励机制的建设；5、根据公司的规划及目标，指导HR专员进行绩效考核、薪资体系的建立与运行；6、负责公司企业文化的规划与建设，不断提炼企业文化的精髓与理念，加强企业文化的建设和宣导；7、定期组织收集有关人事招聘、培训、考核、薪酬等方面的信息，为公司重大人事决策提供信息支持；8、负责公司各类人事、行政档案的管理，做好立卷、归档、分类、保管工作；9、负责协调、沟通公司内外关系，管理、维护公司的设施设备；10、完成上级交办的其它各项工作。,人力资源部门,不限,无,2人,基金/证券/期货/投资,1-49人,100%,
HR Admin Manager人力资源行政经理,"13-21万
                                        

"," 
青岛-胶州市
",本科及以上,10年以上,英语,年龄不限,"年底双薪,发展空间大,带薪年假,免费班车,扁平管理,公司规模大,五险一金,弹性工作,技能培训,定期体检,","职责描述：1.Develop resources planning in alignment with business needs and ensures staffing efficiency.根据业务需要制定人力资源规划，以确保人员的高效率。2.Counsels management regarding salary planning/compensation, equity issues, promotions, job reclassifications etc.负责管理公司薪资福利，员工公平性，职位晋升和转岗等相关工作。3.Provide active dialog, coaching, feedback, and present solutions to managers on business issues such as performance, organizational structure, effective team building and leadership.与管理层进行积极有效的沟通、辅导、反馈，并根据公司业务需要，对绩效、组织架构、团队有效性和团队建设和领导力提供解决方案。4.Manage relevant communications around changes to employees at all levels.负责就公司各种变化与各层级员工进行相关沟通。5.Overall management of Qingdao plant daily HR operation, including white & blue collar recruitment, training，people development, HR Admin and filing, C&B; program, employee relationship负责青岛工厂日常的人力资源管理工作，包括白领和蓝领的招聘，人员培训，发展，人事行政，薪资福利，员工关系。6.Participate in HR strategy development, and its execution参与人力资源战略发展，以及战略执行。7.Various HR program execution参与人力资源的各种项目，以及项目执行。8.Other HR and Admin (Canteen, shuttle bus etc.) tasks assigned其他人力资源及行政（食堂班车等）相关工作。","要求：1.10 years or above in HR area, with at least 5 years or above on the HR management position in manufacturing MNC, with Bachelor degree in relevant major.10年以上人力资源相关工作，至少5年以上在跨国制造企业人力资源管理岗位。国家正规大学本科学历，相关专业2.Hands-on experience in recruitment and C&B;，training, Amdin有招聘和薪资福利培训，行政等具体工作经验3.Good communication skill良好的沟通能力4.Details and results oriented注重细节和结果。5.Can work under stress能够接受工作压力。
",人事行政,不限,无,0人,机械制造/机电/重工,500-999人,59%,
人力资源经理,"5-7万
                                        

"," 
天津
",大专及以上,3年以上,语言不限,年龄不限,"五险一金,绩效奖金,全勤奖,团队聚餐,交通补助,",职责描述：1、负责公司的人力资源管理与开发工作；2、组织拟订公司各岗人员编制计划，负责组织人员招聘；3、制定人力资源管理的方针、政策、规章制度、操作流程和薪酬标准，并监督执行；4、制定各用人部门的绩效考评，确保公司人力资源的合理使用；5、做好员工思想工作，定期组织对各级管理人员考评，向总经理推荐优秀人才；6、组织好各类文化体育活动，完善员工福利，丰富员工的业余生活。做好员工节假日期间工作、休假安排；7、制定员工考核、晋升、奖惩、等级评定，对各部门、各岗位人员岗位调动及离退职交接工作监督；8、做好员工职业规划的调查分析，提供相应培训，做好员工职业规划进程评估与监督；9、受理公司各部门关于人力资源方面的投诉；10、及时处理公司管理过程中的重大人事问题，负责有关劳动争议调解。,"要求：1、大专以上学历；2、3-5年以上人力资源管理经验；3、熟悉国家有关员工养老、社会保证、劳动合同法等相关法律法规及政策；4、对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源战略规划、人才的发现与引进、薪酬设计、绩效考核、岗位培训、福利待遇、公司制度建设、组织与人员调整、员工职业生涯设计等具有丰富的实践经验；5、具有较强文字功底，组织协调能力、沟通表达能力强。
                            ",人事部,不限,无,0人,互联网/移动互联网/电子商务,1-49人,75%,
人力资源经理,"14-18万
                                        

"," 
佛山
",统招本科,8年以上,语言不限,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,绩效奖金,带薪年假,年度旅游,五险一金,扁平管理,优秀员工奖,周末双休,","工作职责：一、根据公司人力资源发展规划，建立、修订完善人力资源管理体系文件；二、配合公司组织架构的搭建与完善及人力资源部架构的搭建和完善；三、分解人力资源规划，形成人力资源年度计划，并组织实施；四、组织建立并优化招聘体系，控制骨干员工的流动率；五、建立健全培训体系，制定培训计划并组织实施；六、组织制订和完善集团总部各部门的绩效考核方案并监督实施；七、编制、修订集团的基本薪酬福利制度和员工激励制度并组织实施；八、关注并关怀员工的工作及生活动态，预防和处理各种员工与公司的矛盾纠纷；九、人力资源部内部团队的建立及日常管理；十、建立并保持与外单位、其他部门的良好沟通渠道；十一、负责公司及领导交办的其他临时工作。岗位要求：一、全日制本科学历，人力资源相关专业，211、985院校优先考虑；二、8年以上人资、内控、公关、法务、审计等综合管理工作经验，熟悉人资各大模块的工作内容，且具备各模块的实践经验，实际从事过绩效考核、劳动关系、发展规划等模块工作；三、了解财务、公司业务知识及有关法律、法规知识，熟悉EXCEL\PPT\Word，熟悉金蝶人资模块的上线及应用、使用，熟悉钉钉系统的流程设计及管理；四、有较强的组织能力 ，有较强的分析能力 、文字、口头表达能力，有较强的沟通协调能力，有较强的判断决策能力等，负责过独立公司的全面人资管理工作；五、能适应不定期的加班及出差工作。
                            ",,人力资源部,不限,人力资源总监,4人,基金/证券/期货/投资,100-499人,92%,
人力资源经理,"10-14万
                                        

"," 
西安
",统招本科,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,免费班车,五险一金,上市公司,公司规模大,发展空间大,",岗位职责：1、根据公司中长期业务战略规划，全面统筹大河南区事业板块人力资源工作，推动企业文化建设与传播等人力资源管理工作；2、建立并完善人力资源管理体系，制定和完善人力资源管理制度；3、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；4、根据公司战略，结合行业特点，协调相关部门或单位制订符合公司特点的绩效管理体系，落实考核指标并组织执行；5、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划；6、建立和谐高效劳动关系，负责公司的整体企业文化建设。,"要求：1、人力资源管理或相关管理专业本科以上学历；2、5年以上大型企业工作经验，生猪产业化经验优先；3、很强的计划性和实施执行的能力；
                            ",人力资源部,不限,无,0人,农/林/牧/渔,5000-10000人,97%,
人力资源经理,"12-18万
                                        

"," 
北京-朝阳区
",本科及以上,5年以上,语言不限,年龄不限,"五险一金,带薪年假,发展空间大,",岗位职责：1、作为业务部门与人力资源部的沟通桥梁，在业务规划中提供专业支撑，并向人力资源内部反馈业务需求；2、招聘管理：依据年度招聘计划，完成日常招聘工作，为业务部门获取优秀人才，提供符合业务团队个性需求3、试用期管理：跟进员工试用期工作情况，帮助员工融入企业、团队；督促各部门完成试用期员工评估4、绩效管理： 协助业务部门优化绩效管理，给予辅导支持；定期收集各部门绩效考评情况，并协助经理分析绩效实施情况，针对不足提出改进建议5、人才发展：协助人力资源总监进行人才盘点及核心员工访谈，并汇总整理相关材料存档；定期分析所辖部门人力资源状况，为优化人才结构提供依据；设计人才发展通道，与业务部门共同搭建人才梯队；建立人才储备库6、推动整体管理效能：优化工作流程；提升员工满意度；为业务团队提供专业指导7、员工关系管理：负责所辖系统的员工关系管理，包括入离转调、劳动关系跟进等。8、领导交办的其他临时性任务,"要求：1、 全日制本科以上学历，五年以上人力资源工作经验，了解人力资源各个模块；2、至少两年300人以上跨区域业务团队HRBP经验，3、具备招聘、绩效、员工关系、企业文化等两个模块以上的实操经验，熟悉国家相关的人力资源政策、法律法规；4、能深入理解业务需求，具有优秀的跨部门沟通和协调能力，情商较高；5、富有亲和力，能适应公司快速发展的工作节奏。
",人事部,不限,无,0人,环保,500-999人,90%,
人力资源经理,"10-14万
                                        

"," 
株洲
",本科及以上,5年以上,语言不限,年龄不限,"年底双薪,股票期权,绩效奖金,带薪年假,年度旅游,节日礼物,领导好,扁平管理,管理规范,团队聚餐,子女福利,岗位晋升,技能培训,定期体检,弹性工作,全勤奖,",岗位职责：1、在公司发展战略框架下，建立并实施长短期人力资源规划，支持公司达到预期经营目标；2、加强人力资源职能部门的建设，满足公司发展需要，完善人力资源管理制度并实施；3、统筹人力资源招聘、培训、薪酬、绩效、员工关系等日常管理工作；4、定期进行人力资源数据分析，提交人力资源分析报告，提出合理化的解决方案；5、根据公司发展状况，建立完善绩效管理及薪酬激励体系；6、加强公司企业文化建设；7、完善公司各部门岗位说明书，优化公司操作流程,"资格：1、人力资源管理或相关专业本科及以上学历；2、5年以上人力资源工作经验，2年以上同岗位工作经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策；4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神；5、熟练使用常用办公软件及网络应用。
                            ",人力资源部,不限,总经理,3人,服装服饰/纺织/皮革,2000-5000人,100%,
人力资源经理,"10-14万
                                        

"," 
湖南省
",本科及以上,5年以上,语言不限,年龄不限,"年底双薪,股票期权,绩效奖金,带薪年假,年度旅游,节日礼物,领导好,扁平管理,管理规范,团队聚餐,子女福利,岗位晋升,技能培训,定期体检,弹性工作,全勤奖,",岗位职责：1、在公司发展战略框架下，建立并实施长短期人力资源规划，支持公司达到预期经营目标；2、加强人力资源职能部门的建设，满足公司发展需要，完善人力资源管理制度并实施；3、统筹人力资源招聘、培训、薪酬、绩效、员工关系等日常管理工作；4、定期进行人力资源数据分析，提交人力资源分析报告，提出合理化的解决方案；5、根据公司发展状况，建立完善绩效管理及薪酬激励体系；6、加强公司企业文化建设；7、完善公司各部门岗位说明书，优化公司操作流程,"资格：1、人力资源管理或相关专业本科及以上学历；2、5年以上人力资源工作经验，2年以上同岗位工作经验；3、熟悉人力资源招聘、薪酬、绩效考核、培训等规定和流程，熟悉国家各项劳动人事法规政策；4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神；5、熟练使用常用办公软件及网络应用。
                            ",人力资源部,不限,总经理,3人,服装服饰/纺织/皮革,2000-5000人,100%,
人力资源经理,"12-18万
                                        

"," 
北京-海淀区
",统招本科,3年以上,语言不限,25-30岁,"领导好,技能培训,岗位晋升,发展空间大,五险一金,股票期权,年底双薪,通讯津贴,午餐补助,弹性工作,绩效奖金,",职责描述：1、招聘管理：开拓和管理招聘渠道，把控职位发布、简历筛选、面试、offer各环节，紧密与业务部门沟通并且高效地协助其搭建精品团队；2、绩效管理：组织落实周期性绩效考核，跟进绩效提升，持续提升优化团队效能；3、员工关系管理：负责员工转正/离职/内部发展，倾听员工心声；4、企业文化：负责协助企业文化落地，组织员工活动，提高员工归属感 ；5、战略支持：向高层决策者提供有关人力资源战略、组织建设等方面的建议；合理利用人力资源成本，提高公司整体的综合管理水平；6、协调公司各部门关系，建立上下级员工沟通渠道，更好发挥员工积极能动性； 7、上级安排的其他工作。 ,"要求：1、本科及以上学历，人力资源管理或相关专业优先，2年以上工作经验，互联网企业人力资源管理工作经验优先；年龄不大于30岁；2、对人力资源管理的常用方法和工具能够熟练使用，熟悉常用的办公软件；3、有一定的文字功底，良好的英语阅读能力；4、着眼于事业的发展，希望能伴随创业公司一同成长；5、战略和思维逻辑能力，又能具备解决问题的手段与策略；6、善于与人沟通和交往，能够做好公司负责人的助手；7、熟悉国家和地区的劳动法律法规，为公司各项规章制度等提供建议。
",人力资源部,不限,CEO,0人,互联网/移动互联网/电子商务,1-49人,81%,
人力资源经理,"面议
                                        

"," 
北京
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,定期体检,领导好,技能培训,岗位晋升,五险一金,",岗位职责：1、参与公司组织机构的设计与完善，参与制定公司人力资源规划；2、根据公司战略发展需求，及时进行人员招聘和人才储备；3、梳理薪酬方案及分配机制，优化完善薪酬体系，管理和维护薪资福利管理制度，并组织实施、评估；4、负责组织发展、员工培训计划、晋升等相关制度制定及实施；5、组织建立公司企业文化，树立统一的企业价值观；,"要求：1、统招本科以上学历，人力资源管理或企业管理等相关专业；2、熟悉人力资源日常管理工作流程，对人力资源管理各个职能模块均有认识及了解；3、熟悉国家相关的政策、法律法规；很强的计划性和实施执行的能力；能熟练使用WORD、EXCEL、PPT；4、形象气质佳、性格开朗，处事灵活，谈吐大方，思维敏捷，具备良好的职业素养和职场礼仪；5、较强的责任心和敬业精神，良好的组织协调能力及沟通能力，较强的分析、解决问题能力.
                            ",人力资源部,不限,HRD,0人,广告/公关/市场推广/会展,50-99人,100%,
人力资源经理,"10-12万
                                        

"," 
长沙-岳麓区
",学历不限,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,",岗位职责：1、推行公司各类规章制度的实施； 执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作；2、负责管理人力资源相关文件和档案；3、负责公司企业文化建设，增强公司凝聚力；4、管理办公室相关细则工作及领导交办的工作。,"要求：1、人力资源或相关专业大专以上学历； 有3到5年的人事行政管理经验；2、熟悉人力资源管理各模块的操作流程，熟悉国家各项劳动人事法规政策，并能实际操作运用；3、具有良好的职业道德，踏实稳重，工作细心，责任心强，有较强的沟通、协调能力，有团队协作精神；4、熟练使用相关办公软件。
                            ",人力行政部,不限,无,0人,广告/公关/市场推广/会展,500-999人,90%,
人力资源经理,"面议
                                        

"," 
北京
",统招本科,10年以上,语言不限,年龄不限,"交通补助,通讯津贴,免费班车,年度旅游,七险一金,员工宿舍,通讯补贴,交通补贴,午餐补助,每日下午茶,年终奖金,",职责描述：1、负责公司整体人力资源管理工作，促进公司整体人力资源战略在各个区域内的有效规划和实施；2、管理人员配置与招聘工作，搭建研究院各级人才，保证各地业务部门各层级人才的供应；3、盘点人才，建立人才梯队，做好人才储备工作；4、负责团队建设，文化宣导和融合，发现和诊断存在的问题并解决； 5、公司企业文化的传承，打造良好的沟通渠道与机制，保障组织持续健康成长。,"要求：1、统招本科及以上学历； 2、5年以上HR经验，大型企业HRBP从业经验者优先考虑； 3、较强的责任心，计划性和执行能力，复杂问题的解决能力。
                            ",人力资源部,不限,无,0人,仪器/仪表/工业自动化/电气,500-999人,86%,
人力资源经理,"面议
                                        

"," 
上海
",统招本科,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,午餐补助,节日礼物,定期体检,年度旅游,",职责描述：1、全面负责上海投资公司人力资源管理，敏锐地、深入地了解业务部门人力资源各方面的需求，满足业务发展需求； 2、根据招聘计划，独立负责岗位的人才招聘工作，进行简历甄别、面试、完成招聘任务；3、根据集团政策，完成员工关系以及人才发展、激励等工作。,"要求：1、本科以上学历，5年以上人力资源工作经验； 熟悉人力资源各大模块，擅长招聘优先； 2、具有良好的职业道德和职业操守及良好的团队合作意识； 3、优秀的语言表达及沟通能力，协调能力、亲和力和执行力。
                            ",金融集团-上海公司,不限,无,0人,房地产开发/建筑/建材/工程,2000-5000人,32%,
人力资源经理,"23-38万
                                        

"," 
北京-朝阳区
",本科及以上,4年以上,语言不限,年龄不限,"平台 福利 发展,弹性工作,带薪年假,团队聚餐,技能培训,定期体检,年中奖金,",职责描述：1、根据现有编制及业务发展需求，协调、统计各部门的招聘需求，满足各业务部门招聘需求；2、负责开发、维护、评估、管理各招聘渠道；3、不断完善内部招聘流程和招聘体系；4、不断完善面试官管理体系，有效提升面试官面试能力；5、建立后备人才选拔方案和人才储备机制。,"要求：1）本科及以上学历；2）3年以上招聘经验，2年以上互联网行业招聘经验，思维逻辑清晰，沟通能力强；3）有猎头或互联网公司招聘经验；4）有丰富的互联网人脉资源；5）热爱人力资源工作，较强大抗压能力；
",交通事业部,不限,人力资源总监,0人,互联网/移动互联网/电子商务,10000人以上,48%,
人力资源经理,"10-12万
                                        

"," 
佛山
",大专及以上,5年以上,语言不限,年龄不限,"扁平管理,发展空间大,午餐补助,年度旅游,弹性工作,节日礼物,管理规范,五险一金,团队聚餐,优秀员工奖,",职责描述：1、建立公司招聘、培训、绩效考核等人力资源制度。2、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作。3、定期向高层决策者提供有关人力资源战略、组织建设、管理等方面的专项建议，为公司重大决策提供人力资源信息支持。4、收集汇总各部门人力需求并编制招聘计划，拓展有效招聘渠道，完成年度招聘任务。,"要求：1、大专及以上的学历，人力资源、企业管理等相关专业 。2、有3年以上的人力资源管理经验，在人力资源招聘、培训、绩效考核设计方面有一定的见解和经验。3、具有较强的语言表达能力、人际交往能力、应变能力，有亲和力较强的责任感与敬业精神。4、有较强的招聘能力，曾服务于销售型企业或培训机构的人员尤佳。备注：本岗位为代招，工作地点在佛山南海桂城，企业为儿童早教培训机构。
                            ",人力资源部,不限,总经理,2人,房地产开发/建筑/建材/工程,100-499人,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理,"10-14万
                                        

"," 
昆明-官渡区
",统招本科,6年以上,语言不限,年龄不限,"绩效奖金,交通补助,通讯津贴,定期体检,年度旅游,领导好,管理规范,五险一金,上市公司,",职责描述1、根据公司展战略，参与制定人力资源发展战略，负责制定行动计划，落实人力资源战略；2、根据组织规划，进行人员的高效配置及招聘，保证公司人力资源的有效利用及最大程度满足用人需求；3、根据公司的战略部署，对人力资源不同时期的组织规划进行设计和构建以及人力资本的战略管理；4、拟订年度人力资源预算规划，组织制定人才储备及职业发展计划，实现公司人才优化配置；5、及时处理公司管理过程中的重大人力资源问题，综合分析人力资源数据，为公司发展提供合理化依据；6、负责公司的企业文化建设，配合企业的文化/业务发展需要，制定公司年/季/月度培训计划，并组织相关人员培训，考核培训结果；7、根据公司对绩效管理的要求，制定评价政策，组织实施绩效管理，并对各部门绩效评价过程进行监督指导，使绩效考评体系能落到实处，并不断完善绩效管理体系；8、有效规避各类劳动风险，及时处理各类劳动争议事宜；9、完成上级领导交办的其他事情；,"资格：1、本科或以上学历，人力资源管理等相关专业，5年以上工作经验；2、熟悉人力资源六大模块，精通其中某些模块，实操经验丰富；3、具备良好的职业道德及个人行为素质、有团队精神，适应能力强；4、具备良好的人际沟通能力、组织协调能力，以及解决复杂问题的能力；5、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；6、具备良好的学习能力，性格积极乐观，工作认真严谨，能够承受一定压力；7、熟练使用各类办公软件；8、具有良好的职业道德、有团队精神、责任心和事业心
                            ",佳兆业茶业集团,不限,无,0人,房地产开发/建筑/建材/工程,5000-10000人,,
人力资源经理,"10-12万
                                        

"," 
开封
",本科及以上,3年以上,语言不限,年龄不限,"公司规模大,上市公司,五险一金,年终奖金,补充公积金,交通补助,通讯津贴,午餐补助,绩效奖金,","职位描述：负责区域公司人力资源管理及实施落地：1、编制区域公司年度人力资源规划及实施策略。 2、编制、实施及控制区域公司人力编制与人力成本预算。3、负责区域公司招聘、调配和任免。4、组织编制公司年度培训计划并监督实施。5、按制度组织开展绩效、薪酬和福利管理工作。6、开展员工关系管理。7、负责企业管理的建设和落地8、负责企业文化建设岗位要求：本科及以上学历人力资源管理、房地产管理等相关专业房地产行业相关经验3年及以上工作经验1、熟练操作Office软件、办公自动化系统2、人力资源管理相关工作知识3、优秀的沟通、协调能力4、优秀的领导能力1、全局观：提倡具有全局观和大局意识，反对自私自利和斤斤计较2、责任心：提倡有责任感、荣誉感和感恩之心，反对不负责任和心胸狭隘3、协作意识：相互提倡主动“补位”但不越位，反对相互扯皮、相互推诿4、坦诚相待：提倡有话当面说，反对背后抱怨5、创造性执行：在执行中，提倡发挥主观能动性、找方法、解决问题，反对畏手畏脚或片面执行6. 团队观念：提倡注重团队荣誉、保护团队利益，反对损公肥私、自私自利、本位主义，反对只关心个人利益，无视公司利益7. 执行力强：提倡对制度和计划的尊重，注重基础管理，对公司指令坚决执行、落实到位，反对作风拖沓、为延迟找借口8. 务实高效：提倡讲实话、做实事、行动迅速、注重实际效果，反对弄虚作假、讲大话空话。
",,人力行政中心,不限,无,0人,房地产开发/建筑/建材/工程,5000-10000人,77%,
人力资源经理,"19-24万
                                        

"," 
                                         
                                                
                                                    
                                                    
                                                        义乌
                                                    
                                                
                                            
                                        ",统招本科,7年以上,语言不限,年龄不限,"带薪年假,绩效奖金,通讯津贴,定期体检,免费班车,五险一金,年终奖金,提供宿舍，工作餐,",职责描述：1、中层管理职位，负责其功能领域内主要目标和计划，制定、参与或协助上层执行相关的政策和制度；2、负责部门的日常管理工作及部门员工的管理、指导、培训及评估；3、负责公司人力资源战略的执行；4、规划、指导、监督、协调下属及员工的聘用、福利、培训、绩效、员工关系等管理工作；5、负责人力资源内部的组织管理；6、分析相关资料，进行企业人力资源诊断，并对相关政策进行完善。,"要求：1、人力资源管理或相关专业本科及以上学历；2、7年以上大型制造业企业人力资源管理工作经验，有大型生产基地投产经验，光伏同行业经验者优先；3、熟悉人力资源六大模块，尤其是招聘及薪酬绩效模块，熟悉国家各项劳动人事法规政策；4、具有较强的语言表达能力、人际交往能力、应变能力、沟通能力及解决问题的能力，有亲和力，较强的责任感与敬业精神；5、熟练使用常用办公软件及网络应用。工作地点：浙江义乌
                            ",人力资源部,不限,无,0人,能源(电力/水利),1000-2000人,87%,
