职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人事总监,"10-18万
                                        

"," 
青岛
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,弹性工作,技能培训,岗位晋升,外派津贴,全勤奖,公司规模大,","工作内容：1、负责领导和组织公司的招聘工作；2、进行工资、保险、福利、绩效考核等人力资源制度建设；3、建立、维护人事档案，办理和更新劳动合同；岗位要求：1、大专以上学历，人力资源或企业管理类相关专业毕业优先录用；2、五年以上相关工作经验；3、在人员招募、引进、培训开发及员工考核、激励等方面实操经验丰富；4、有美容化妆品行业人事总监工作经历者优先。
                            ",,人事,不限,无,0人,医疗/保健/美容/卫生服务,100-499人,81%,
人事主管,"10-12万
                                        

"," 
北京-大兴区
",学历不限,2年以上,语言不限,年龄不限,"弹性工作,绩效奖金,带薪年假,领导好,全勤奖,发展空间大,节日礼物,年度旅游,",雷课有1、更好的职业规划和发展公司的竞争是人才的竞争，不是没有人才，而是没有让人才脱颖而出的机制，雷课的人力资源核心目的就是发现人才，服务人才，给人才搭建舞台，构建让人才脱颖而出的机制，致力为员工创造成长环境2、更好的评价和认可您有过努力却不被认可的处境吗？优秀的员工通常都希望自己的努力可以得到公司的认可，但往往事与愿违，在雷课有完善的评价机制，奉献者定当拿到合理回报，不让好人吃亏，不让小人得志3、更好的工作氛围聚是一团火，散是满天星，我们都一样、有情有义、一起做一件有价值有意义的事情.尊重工作，热爱工作，享受工作，胜则同庆，败则同心4、更好的小伙伴能走多远，取决于与谁同行，用最优秀的人，培养更优秀的人，对员工的最佳福利，就是让员工与优秀者一起工作一、岗位职责1、根据公司人力资源政策和部门的招聘需求，制定招聘计划，完成招聘目标；2、负责执行公司招聘体系和制度，及时优化，完善招聘流程；3、根据公司绩效管理政策，履行个人绩效管理目标；4、根据公司能力建设体系和相关模型，积极聚焦自身职业化能力提高；二、,"要求1、人力资源管理或相关专业，专科以上学历；2、一年以上招聘工作经验，具备良好的专业知识和必备的工作技能，有一定运营能力；3、要性（对财富积累，事业成功，个人成长，他人肯定各方面有目标，有要求；）4、亲和力（乐于与人相处，并易于相处，热情，热心，较强的亲和力，善于建立和保持良好人际关系）5、学习思维能力（通过对工作反思总结，自我学习等方式，对工作知识经验进行吸收，归纳，提高工作效率和技能）6、责任（工作中能有较强的责任意识，有良好的契约精神和职业素养）三、薪资待遇   1、工作时间（每周一至周五，周六周日双休，法定假日）夏时令：上午8:00-12:00，下午2:00-6：00冬时令：上午8:30-12:00，下午1:30-6：00   2、员工福利：节日礼品、员工生日会及月度活动、拓展活动旅游等  3、晋升方向：主管-高级主管-经理-总监-高级总监-公司合伙人
",人力资源,不限,无,0人,教育/培训/学术/科研/院校,50-99人,,
人事专员,"7-10万
                                        

"," 
北京-大兴区
",学历不限,1年以上,语言不限,年龄不限,"弹性工作,绩效奖金,带薪年假,领导好,全勤奖,发展空间大,节日礼物,年度旅游,",雷课有1、更好的职业规划和发展公司的竞争是人才的竞争，不是没有人才，而是没有让人才脱颖而出的机制，雷课的人力资源核心目的就是发现人才，服务人才，给人才搭建舞台，构建让人才脱颖而出的机制，致力为员工创造成长环境2、更好的评价和认可您有过努力却不被认可的处境吗？优秀的员工通常都希望自己的努力可以得到公司的认可，但往往事与愿违，在雷课有完善的评价机制，奉献者定当拿到合理回报，不让好人吃亏，不让小人得志3、更好的工作氛围聚是一团火，散是满天星，我们都一样、有情有义、一起做一件有价值有意义的事情.尊重工作，热爱工作，享受工作，胜则同庆，败则同心4、更好的小伙伴能走多远，取决于与谁同行，用最优秀的人，培养更优秀的人，对员工的最佳福利，就是让员工与优秀者一起工作一、岗位职责1、公司年度招聘计划以及预算，与部门沟通招聘需求负责招聘工作2、选择并且维护招聘渠道，并拓展新的招聘渠道3、组织、安排面试，进行人才甄选、引进4、进行薪资面谈、安排候选人入职等5、对试用期员工情况进行跟踪并反馈6、领导交办的其他事情。二、,"要求1、人力资源管理或相关专业，专科以上学历；2、一年以上招聘工作经验，具备良好的专业知识和必备的工作技能，有一定运营能力；3、要性（对财富积累，事业成功，个人成长，他人肯定各方面有目标，有要求；）4、亲和力（乐于与人相处，并易于相处，热情，热心，较强的亲和力，善于建立和保持良好人际关系）5、学习思维能力（通过对工作反思总结，自我学习等方式，对工作知识经验进行吸收，归纳，提高工作效率和技能）6、责任（工作中能有较强的责任意识，有良好的契约精神和职业素养）三、1、工作时间（每周一至周五，周六周日双休，法定假日）夏时令：上午8:00-12:00，下午2:00-6：00冬时令：上午8:30-12:00，下午1:30-6：00 2、员工福利：节日礼品、员工生日会及月度活动、拓展活动旅游等3、晋升方向：主管-高级主管-经理-总监-高级总监-公司合伙人
",人力资源,不限,无,0人,教育/培训/学术/科研/院校,50-99人,,
人事助理,"5-7万
                                        

"," 
武汉-武昌区
",统招本科,经验不限,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,午餐补助,定期体检,五险一金,团队聚餐,子女福利,休闲餐点,生育补贴,公司规模大,技能培训,节日礼物,","人事助理一、岗位职责1. 结合公司业务发展需要，协助业务部门制定年度招聘计划，并完成招聘目标；2. 深入了解业务，参与所在业务部门的人才发展建设；3. 协助业务部门处理员工关系事务，如人员入离职、人事异动等；4. 根据国家和地方法律规定及公司发展需要，适时更新、完善或拟定公司各项管理制度，并监督实施；5. 组织和参加员工转正考核、年度评估，并及时反馈转正考核和年度评估中的改进意见，为完善考核评估标准提供依据；6. 公司人事系统平台的维护和管理；7. 领导安排的其他工作。二、职位要求1. 本科学历，人力资源管理相关专业优先，英语六级；2. 熟悉劳动法律法规及相关政策，并熟练操作Office等办公软件；3. 耐心细致，严谨认真，富有责任心，团队协作意识较强。4. 服务意识强，擅长与人沟通交流；5. 良好的英语听说读写能力；6. 有相关职位工作经验者优先。三、工资待遇1. 薪酬待遇：月基本工资4000-6000；2. 五险一金，年度体检等各种福利。四、联系方式求职者请提供中英文求职信MS Word(含照片)，中英文简历，学历学位证书和四六级证书。邮件标题格式请用：人事助理-姓名-学校-专业-学历-申请时间。
                            ",,人事部门,不限,无,0人,影视/媒体/艺术/文化/出版,500-999人,88%,
人事主管,"5-7万
                                        

"," 
                                         
                                                
                                                    
                                                    
                                                        丽水
                                                    
                                                
                                            
                                        ",大专及以上,1年以上,普通话,年龄不限,"五险一金,绩效奖金,节日礼物,包吃包住,包吃包住,","岗位职责：1.学习掌握酒店有关人事、档案的各项政策；根据酒店相关政策，负责员工档案的收集、管理。2.负责酒店所有员工的入职、辞职、人事变动、解聘等情况记录整理归类存档，并妥善保管随时待查；每月统计酒店人员变动情况上报酒店领导。3.负责酒店人员入职、离职所需的一切手续。4.负责员工工号牌的制作、发放与管理。5.负责核算酒店工资。6.负责对人事行政部各类文件进行收发、传递、登记、存档。7.完成领导交办的临时任务。岗位要求：1.熟悉国家劳动法规及相关政策。2.熟悉招聘理论与实操。3.积极主动、善于沟通协调、团队意识及承压能力强具有亲和力，良好的职业道德。
                            ",,,不限,无,0人,旅游/酒店/餐饮服务/生活服务,100-499人,100%,
人事主管,"14-24万
                                        

"," 
北京
",本科及以上,3年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","招聘1. 根据招聘需求，建立和维护合适的招聘渠道，并不断进行拓展及深入挖掘；2. 发布职位职位信息、简历筛选、安排及参与面试；3. 分析跟踪招聘效果，提供招聘分析报告；培训1. 建立培训体系，包括培训课程库、培训讲师选拔与管理、培训考核评估实施等，以便于培训部工作的更系统化的执行；2. 围绕公司人才需求标准，与人力资源部共同打造员工晋级通道并配合各层级专业技能培训，设计训练模式，激发员工的潜能；3. 制定全年/季/月培训与年度培训预算；4. 围绕公司内部经营管理需求，创建课堂培训与实地训练模式，将课堂培训与训练、考核相结合；5. 根据公司发展及需求，寻找培训机构并与之建立友好关系，引入外部培训资源；6. 围绕培训大环境的发展，吸收新的培训方式方法，提升培训部讲师素质，担任部分公共课程主讲；员工与劳务关系1. 公司日常规章制度的制订与执行（例如考勤、请假、倒休等）；2. 负责与公司员工的劳动合同签署、续签、变更及解除的书面工作的执行与管理；3. 当公司员工出现负面情绪或与其他成员产生矛盾时在公司管理层与项目组负责帮助下疏解情绪、化解矛盾从而维护正常健康的工作氛围及环境。1. 国家统招本科及以上学历，人力资源或管理类相关专业优先；2. 三年或以上游戏行业HR工作经验；3. 熟练掌握绩效体系建立的各种专业工具与方法；4. 熟悉招聘流程及国家相关法律法规及各种招聘渠道，熟练掌握相关招聘技巧及工具，能独立完成日常招聘工作；5. 熟悉企业内部培训和外部培训工作流程；6. 具备优秀的沟通能力，协调能力、分析能力、具备较强的文字功底，良好的团队合作精神；7. 具有良好的职业道德及沟通、协调、推进、谈判能力，抗压性强；8. 熟练使用office办公软件；
                            ",,,不限,无,0人,,50-99人,95%,
人事专员,"4-6万
                                        

"," 
上海
",学历不限,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","1、具有一年以上人事专员工作经验;2、善于沟通、性格开朗;分享微信邮件
                            ",,,不限,无,0人,房地产开发/建筑/建材/工程,50-99人,88%,
人事专员,"7-12万
                                        

"," 
上海
",统招本科,2年以上,语言不限,年龄不限,"带薪年假,领导好,岗位晋升,五险一金,发展空间大,免费健身,节日礼物,扁平管理,",岗位职责：1、全面负责公司考勤、调休、请假、加班等核计，按公司规定汇总与报批；2、负责全国区域员工录用、合同签订、离职手续等工作，建立并管理员工档案；3、薪资核算，福利发放等；4、负责员工社保和公积金；5、员工入离职相关手续办理；,"要求：1、本科及以上学历；2、2年以上人事相关工作经验（薪酬绩效模块），熟悉相关政策法规；3、逻辑能力强，数据敏感度高；4、工作认真、仔细，踏实；5、excel操作熟练。
                            ",人事行政部,不限,无,0人,,100-499人,72%,
人事专员,"7-14万
                                        

"," 
苏州
",统招本科,经验不限,语言不限,年龄不限,"带薪年假,节日礼物,五险一金,团队聚餐,技能培训,定期体检,年底双薪,免费班车,发展空间大,管理规范,",职责描述：1.人员管理（人员计划实施、员工入职手续办理等）；2.组织管理（组织变更、人员异动等）；3.考勤管理（日常考勤核对及异常处理、月度考勤结算、考勤报表制作、员工年假及其它假别管理等）；4.招聘协助（协助招聘担当进行人员简历筛选及安排面试）。,"要求：1.本科及以上，管理类相关专业；2.英语CET 4及以上，会韩语者优先考虑；
                            ",经营支援部,不限,无,0人,汽车/摩托车,马运路328号,95%,
人事主管,"10-10万
                                        

"," 
上海
",大专及以上,3年以上,语言不限,年龄不限,"绩效奖金,岗位晋升,发展空间大,公司规模大,管理规范,交通补助,通讯津贴,午餐补助,领导好,扁平管理,",岗位职责：1、按照公司绩效管理目标，推动公司绩效考评的实施与优化，辅助各部门每月绩效考评指标的落地与确认；2、负责各部门周期性绩效考评指标考评结果的确认与反馈，绩效问题搜集与反馈。3、协助上级开展员工绩效访谈、评估及改进计划；4、协助公司薪酬福利体系的建设与优化，协助行业薪酬数据调研及数据分析；5、负责每月工资表的制作，申报及审核推进；6、员工入、职离职，及社保、公积金相关事宜；7、上级安排的其他工作。,"资格：1、本科以上学历，人力资源相关专业；2、3年以上人事实操经验；3、良好的沟通协调能力。
                            ",保险经纪公司,不限,无,0人,基金/证券/期货/投资,100-499人,46%,
人事专员,"4-6万
                                        

"," 
福州-长乐市
",大专及以上,1年以上,语言不限,年龄不限,"年底双薪,带薪年假,节日礼物,管理规范,发展空间大,公司规模大,优秀员工奖,岗位晋升,",职责描述：1、负责公司考勤管理；2、负责人事档案管理；3、办理入职、离职、异动等相关手续；4、负责与其他部门的协调工作，做好信息的上传下达；5、领导交代的其它事宜。,"要求：1、大专以上学历，人力资源管理、工商管理等相关专业优先考虑；2、1年以上人力资源任意模块工作经验；3、工作细致、认真，沟通能力强。
                            ",人力资源部,不限,人力资源部主管,0人,服装服饰/纺织/皮革,1000-2000人,,
人事经理,"面议
                                        

"," 
厦门
",统招本科,5年以上,语言不限,年龄不限,"绩效奖金,定期体检,发展空间大,节日礼物,五险一金,全勤奖,带薪年假,年度旅游,团队聚餐,","岗位职责：1、全面负责公司人力资源建设、管理；2、负责招聘（人才梯队建设）、培训、绩效、薪酬、劳动关系及员工发展人力资源六大板块的管理工作；3、企业文化建设。岗位要求：1、英语熟练，可适应出差；2、企业管理、人力等相关专业，本科以上学历；3、熟悉人力相关法规，能制定符合公司发展需要的各项政策制度；4、具备较强的执行力、团队领导能力、协调管理能力；5、有能力完成公司的团队建设、管理及企业文化建设。
                            ",,人事行政部,不限,总经理,0人,互联网/移动互联网/电子商务,100-499人,77%,
人事专员,"7-11万
                                        

"," 
北京
",本科及以上,1年以上,语言不限,年龄不限,"年底双薪,午餐补助,休闲餐点,发展空间大,弹性工作,扁平管理,领导好,团队聚餐,岗位晋升,技能培训,",岗位职责1、负责简历的筛选搜索、应聘人员的预约；2、员工转、调、入、离手续的办理，员工劳动合同的签订、续签与管理；3、公司内部员工档案的建立与管理、OA信息录入等工作；4、负责对新员工进行企业制度与文化的培训工作；5、负责日常行政事务工作；6、负责管理各类人事行政文档及协议；,"要求：1、本科以上学历；2、相关工作经验1年以上，了解相关知识；3、具有良好的书面、口头表达能力，具有亲和力和服务意识，沟通领悟能力强；4、熟练使用常用办公软件；5、吃苦耐劳，工作细致认真，原则性强，有良好的执行力及职业素养；
",支持中心,不限,无,0人,基金/证券/期货/投资,50-99人,30%,
人事专员,"7-8万
                                        

"," 
北京-东城区
",大专及以上,1年以上,语言不限,年龄不限,"年底双薪,带薪年假,定期体检,节日礼物,管理规范,岗位晋升,五险一金,团队聚餐,发展空间大,公司规模大,优秀员工奖,年终奖金,",职责描述：1、根据店铺缺编情况进行招聘，以及新开店铺的招聘工作2、员工档案的管理及员工异动、入离职手续的办理3、领导交付的其他工作,"要求：1、1年以上相关工作经验，大专以上学历2、积极主动、善于沟通，有零售行业经验者优先
                            ",华北零售部,不限,无,0人,服装服饰/纺织/皮革,5000-10000人,30%,
人事专员,"7-10万
                                        

"," 
深圳-福田区
",本科及以上,2年以上,语言不限,年龄不限,"绩效奖金,带薪年假,节日礼物,年度旅游,管理规范,五险一金,岗位晋升,领导好,扁平管理,技能培训,服装补助,午餐补助,提供宿舍,",职责描述：一、招聘（重点）1、根据现有编制及业务发展需求，收集、整理、编制年度人员招聘计划；2、建立和完善公司的招聘流程和招聘体系；3、利用各种招聘渠道发布招聘广告，寻求招聘机构；4、执行招聘、甄选、面试、选择、安置工作；5、进行聘前测试和简历甄别工作；6、充分利用各种招聘渠道满足公司的人才需求；7、建立后备人才选拔方案和人才储备机制。二、培训1、建立并完善公司培训体系、培训制度及相关流程；2、根据公司战略开展培训需求调研，并制定年度培训计划；3、指导各系统培训计划的实施及公司级培训计划的实施；4、负责内部培训师队伍的建立、管理，外部培训机构的甄选和管理；5、制定年度培训经费预算并对其进行管理；6、掌握培训市场动态和最新管理知识，为制定培训计划服务；7、建立培训档案，根据不同的培训内容及目的设计培训效果评估方式；8、协助指导员工职业生涯发展规划，并创建适合其职业发展的培训课程。三、员工关系1、协管员工劳动关系，妥善处理纠纷等及其他问题；2、协助处理员工考勤、晋升、调职、奖惩、辞退等工作；3、与员工沟通、了解思想动态，为员工提供职业规划的专业咨询。,"要求：学历要求：统招本科及以上学历，人力资源管理专业，条件优异者可放宽要求。工作经验：2年以上工作经验；从事商业地产管理运营公司或相关行业者优先考虑；熟悉租赁物业的人力市场及运营管理模式者优先考虑。技能知识：1、熟悉企业人事各项实务的操作流程； 2、熟悉企业的人事规章制度和国家相关法律法规； 3、计算机操作娴熟，熟练使用常用Office办公软件。其它能力要求：1、 责任心强、抗压力强、工作细心；2、具团队服务及合作意识；3、具备良好的灵活应变能力和沟通协调能力；4、具有主观能动性。
",行政人事部,不限,无,0人,房地产服务(物业管理/地产经...,50-99人,94%,
人事专员,"

我感兴趣 请联系我
","
郑州
        ",中专,1年经验,,,,"
       岗位职责：
1.负责公司各个招聘网站发布相应的招聘信息；
2.负责筛选简历、邀约候选人、初試、復試、甄選工作；
3.负责员工入离职手续办理，劳动合同签定等基础人事工作；
4.负责员工考勤、奖惩、请假、调动等日常管理工作；
5.负责管理公司固定资产管理、办公设备维护、办公用品采购管理等日常行政管理工作；
6.负责做好各类人事、行政档案的归档工作；
7.积极协助各部门解决相关问题；
8.及时完成上级交办的其他工作。
","资格：
1、人力资源管理、行政管理、中文、文秘、汉语言文学及相关专业大专以上学历；
2、工作细致认真，原则性强，有良好的执行力及职业素养；
3、具有优秀的书面、口头表达能力、极强的亲和力与服务意识，沟通领悟能力，判断决策能力强；
4、熟练使用常用办公软件及相关人事管理软件。

      ",,,,,,,,
人事主管,"7-10万
                                        

"," 
北京-昌平区
",学历不限,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",1.负责公司组织架构的更新，人事任命文件的起草与发布；2.协助组织开展岗位梳理工作，参与岗位体系建设；3.管理EHR系统，实现员工数据、人事流程数据化服务；4.建立员工入离调转制度流程，办理员工异动手续；5.管理员工纸质档案，劳动合同签订、续签；6.协助组织培训工作，执行领导安排的临时性工作；7.其他需要配合及领导安排的临时性工作。,"要求：1.人力资源管理、工商管理类相关专业，本科及以上学历；2.两年以上工作经验，有相关模块工作经验，熟练掌握Office Visio；3.工作认真、有责任心、仔细严谨，承压能力强，热爱人力工作。分享微信邮件
                            ",,不限,无,0人,制药/生物工程,100-499人,87%,
人力资源经理,"面议
                                        

"," 
武汉-开发区
",本科及以上,5年以上,语言不限,年龄不限,"带薪年假,交通补助,通讯津贴,领导好,节日礼物,弹性工作,五险一金,发展空间大,周末双休,节假日休,全勤奖,优秀员工奖,",岗位职责：1、负责公司人力资源战略的规划与执行。2、负责部门内目标和计划的制定、参与或协助上层执行相关的政策和制度。3、负责部门的日常管理工作及部门员工的管理、指导、培训及评估。4、分析相关资料，进行企业人力资源诊断，并对相关制度进行完善。5、开发、完善招聘渠道，根据行业特点持续满足研发、产品、销售及公司用人需求。,"要求：1、人力资源或管理专业或工科类本科以上学历，5年以上IT行业人力资源经理或总监工作经验。2、熟悉现代企业人力资源管理模式，对HR各个职能模块，特别是在招聘模块有较深入的认识及丰富的实践经验积累。 3、熟悉国家关于人事、合同管理、薪酬制度、保险福利、培训等方面的法律、法规和相关政策。4、具有较强的团队合作精神，良好的沟通、协调、表达能力。5、具有较强的敬业精神和创业精神。6、有很强的执行力和应变能力。工作地点：武汉
                            ",运营中心,不限,无,0人,计算机软件,100-499人,93%,
人力资源经理,"28-42万
                                        

"," 
上海
",本科及以上,3年以上,语言不限,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,年底双薪,股票期权,绩效奖金,带薪年假,定期体检,弹性工作,节日礼物,扁平管理,五险一金,团队聚餐,休闲餐点,优秀员工奖,",【岗位职责】1.负责人力资源团队的管理及人力资源规划；2.制定和实施信用飞人力资源相关政策；3.对业务组织的相关问题进行诊断，并提供人力资源应对方案；4.进行人才梯队的搭建；5.负责跟踪和推进业务部门的绩效管理；6.负责业务部门的员工招聘、培训等工作，优化雇主品牌建设和员工满意度建设。【,"要求】1.本科及其以上学历，人力资源相关专业，3年以上互联网人力资源管理工作经验；2.充满正能量，内心坚韧，有敏锐的洞察力和优秀的沟通协调能力；3.能适应公司业务高速增长，抗压能力强；4.擅于影响他人，成就感来源于团队的成功。【更多福利】定期分享：组织行业或专业分享会，共同学习才能有进步个人发展：月度考核，定期激励，升值加薪在等着你【职业发展】入职培训+激励调薪+晋升机会，打破职场的天花板
",人力资源部,不限,总裁,2人,,50-99人,82%,
人力资源总监,"30-36万
                                        

"," 
                                         
                                                
                                                    
                                                    
                                                        英国
                                                    
                                                
                                            
                                        ",统招本科,3年以上,语言不限,年龄不限,"发展空间大,扁平管理,绩效奖金,带薪年假,五险一金,",职责描述：1、	协助LO和TPS开展招聘工作；2、	制定员工薪酬体系及绩效考核标准；3、	制定公司办公室规章制度；4、	与财务协同制定公司差旅餐饮标准；5、	监督执行公司人力及其他相关制度，并处理相关的行政事务。,"要求：1、学历/专业：本科及以上，人力资源管理、管理学等相关专业；2、经验要求：3年以上大中型企业人力资源工作经验，5年以上人力资源总工作经历；3、知识：精通人力资源知识、熟悉英国当地劳动政策法规知识，熟悉公司主要业务流程、项目管理知识，了解行业发展趋势；4、专业技能：精通人力资源体系、平台的规划和策划；精通梳理、提炼企业文化理念；具有很强的社会活动能力。5、英语沟通表达能力佳，有较强英语文书写作能力。英国伦敦牛津集团英国伦敦牛津集团是一家总部位于伦敦金融城的综合性金融机构，集团成立于1993年，核心业务包括：投资银行、资产管理、金融咨询和经纪商业务。 伦敦牛津集团的主要办公场所及欧洲总部位于伦敦金融城，并在上海、新加坡和东京设有办公场所。受益于中英黄金期，中国一带一路政策引导，集团目前主要专注于为中国企业进入英国和欧洲市场提供金融和投资服务。集团的投行业务主要专注于多级别交易。核心业务涉及：● 通过对现有上市公司的反向收购或者IPO的方式帮助公司在伦敦证券交易所主板上市。 ● 完整的跨国并购服务；从寻找合适的投资机会, 交易谈判和执行，到并购后的整合管理。● 鉴别业绩不佳/非核心的资产并提供战略性建议，包括: 提升业绩的方式，结业或者出售资产。 集团的资管业务，主要服务亚洲财团、家族办公室和高净值人群。● 对货币、债券、信用和现金投资市场和他们的衍生产品提出投资建议。 ● 根据投资合适性，对私募股权基金、对冲基金以及基础设施基金的直接投资提出建议。 ● 针对投资者的风险/收益概况，订制相应的低成本的单一或多资产基金。 基于集团多年的业务经验，针对企业和机构的不同需求,提供咨询服务。
                            ",运营管理部,不限,CEO,2人,基金/证券/期货/投资,50-99人,42%,
人事兼行政助理,"5-7万
                                        

"," 
上海-黄浦区
",大专及以上,1年以上,语言不限,年龄不限,"绩效奖金,午餐补助,领导好,管理规范,五险一金,团队聚餐,发展空间大,岗位晋升,",岗位职责：1、协助上级建立健全公司招聘、培训、工资、保险、福利、绩效考核等人力资源制度建设；2、建立、维护人事档案，办理和更新劳动合同；3、执行人力资源管理各项实务的操作流程和各类规章制度的实施，配合其他业务部门工作；4、收集相关的劳动用工等人事政策及法规；5、执行招聘工作流程，协调、办理员工招聘、入职、离职、调任、升职等手续；6、协同开展新员工入职培训，业务培训，执行培训计划，联系组织外部培训以及培训效果的跟踪、反馈；7、负责员工工资结算和年度工资总额申报，办理相应的社会保险等；8、帮助建立员工关系，协调员工与管理层的关系，组织员工的活动。,"资格：1、人力资源或相关专业大专以上学历，1年以上人力资源工作经验，男女不限；2、熟悉人力资源管理各项实务的操作流程，熟悉国家各项劳动人事法规政策，并能实际操作运用，对招聘模块较擅长优先。3、具有良好的职业道德，踏实稳重，工作细心，责任心强，有较强的沟通、协调能力，有团队协作精神；熟练使用相关办公软件，具备基本的网络知识。
",人事部,不限,无,0人,互联网/移动互联网/电子商务,嘉定区安亭镇博园路4285号,35%,
人力资源经理,"12-18万
                                        

"," 
宁波
",统招本科,5年以上,语言不限,年龄不限,"节日礼物,定期体检,年度旅游,五险一金,发展空间大,全勤奖,午餐补助,",岗位职责：1、主持人力资源部工作，负责公司人事管理事务；2、负责公司人力招聘、甄选、储备专项事务，为企业“选人”提供保障；3、负责人力开发、激励、培训专项事务，为全员职业素养、专业技能提升提供保障；4、参与企业薪酬、绩效、人力规划等管理事务；5、参与企业文化建设，为提升企业竞争力提供内动力。,"要求：1、本科，年龄40岁以下，性别不限；2、丰富的人力资源管理知识，且熟悉销售、制造及企业经营的管理机制与体系；3、具备良好的组织协调、观察应变、表达沟通能力；4、良好的道德诚信背景；5、主导人力资源管理模块建立与改进的经历与能力；6、具有大中型企业人事行政主管岗位（及以上）五年工作经历者，优先考虑。晋升空间：行政副总、生产副总。薪酬水平：税前15-20万/年，含考核。 
                            ",人力资源部,不限,行政副总,0人,百货/批发/零售,,100%,
人力资源经理,"10-12万
                                        

"," 
郑州
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,节日礼物,领导好,扁平管理,管理规范,岗位晋升,五险一金,发展空间大,公司规模大,全勤奖,",职责描述：1、 集团薪酬福利制度的建立完善、有效实施与管理、调整及修订的建议及执行；2、 负责集团及各分子公司每月工资及福利费用的审核；3、 实施企业内部薪酬满意度调查，结合本地区外部市场薪酬水平，协助分管领导拟定公司薪酬政策的改革建议方案或公司每年调薪建议方案，并组织实施每年的调薪工作；4、 人事异动、新进转正、人员晋升等薪酬调整的建议、审批工作；5、 制定和完善集团绩效考核制度，根据集团总体绩效考核制度、方案，完成公司绩效评价标准的调整，使其符合不同阶段的要求；6、 组织实施绩效考核，并对各部门、分子公司的绩效评价过程进行监督控制，不断改进和完善绩效管理体系；7、根据集团绩效制度，帮助建立集团职位流动和晋升体系，根据绩效评价结果实 施对员工的奖惩工作；8、协助人力资源总监分析人力资源需求，制定年度招聘计划，编制月度招聘计划表，并进行任务分解分配；9、负责指导集团各部门及分子公司制定本单位的培训计划并实施科学有效的内、外部培训。,"要求：1、本科以上学历，人力资源相关专业。2、5年相关岗位工作经验，3年人力资源经理岗位经验。3、熟悉劳动法、劳动合同法等法律法规基本知识；4、熟悉人力资源各模块基本知识及工作流程；5、熟悉日常公文、报告等文件的起草和撰写；6、掌握办公软件操作。
                            ",集团总部,不限,人资总监,5人,工艺品/珠宝/玩具,1000-2000人,81%,
人力资源主管,"10-17万
                                        

"," 
广州
",统招本科,5年以上,语言不限,年龄不限,"团队活力,年底双薪,带薪年假,定期体检,年度旅游,岗位晋升,团队聚餐,交通补助,五险一金,午餐补助,领导好,节日礼物,","您将负责：1、根据公司经营战略调整，持续优化人力资源管理体系，拟定工作方案，推行落地；2、协助人力资源规划和管理工作，健全人事管理制度，优化工作流程和管理细则；3、根据公司发展规划与需求制定并实施招聘计划，开展招聘工作满足各部门用人需求；4、负责企业文化建设及落地实施，建立团结、积极、奋进的工作氛围；5、完成上级交办的各项工作任务，配合业务部门工作。希望您：1、全日制本科及以上学历，人力资源、心理学、管理学等相关专业，文笔佳；2、5年及以上工作经验，熟悉国家相关法律法规，对人力资源管理模式有系统的了解和丰富的实践经验；3、具备敏锐的市场和业务意识，结合业务发展需要推动人力资源工作的开展；4、形象良好，性格外向，亲和力强，能较快和员工打成一片；5、较强的沟通协调能力，较强的组织策划能力，思维活跃。我们的人才观：1、用心处事：精益求精、爱岗敬业、刻苦钻研、孜孜不倦、积极进取；2、用心待人：真诚相待、换位思考、主动担当、团结友爱、高效协作。我们的福利：五险一金、餐补车补、年终奖金、周末双休、员工旅游、健康体检、节日福利、员工活动、丰富培训。
                            ",,人力资源部,不限,无,0人,,100-499人,87%,
人事行政专员,"5-10万
                                        

"," 
深圳-福田区
",大专及以上,1年以上,语言不限,年龄不限,"带薪年假,绩效奖金,节日礼物,五险一金,定期体检,发展空间大,",职责描述：       1、执行并完善公司的人事制度与计划，培训与发展，绩效评估，员工社会保障福利等方面的管理工作；　　2、组织并协助各部门进行招聘、培训和绩效考核等工作；　　3、执行并完善员工入职、转正、异动、离职等相关政策及流程；　　4、员工人事信息管理与员工档案的维护，核算员工的薪酬福利等事宜；　　5、其他人事日常工作；,"要求：       1、大专以上学历，人力资源或企业管理类相关专业毕业优先；　　2、一年以上相关工作经验，有金融行业相关工作背景者优先；　　3、在人员招募、引进、培训开发及员工考核、激励等方面有实际操作能力；　　4、具有优秀的书面、口头表达能力、极强的亲和力与服务意识，沟通领悟能力，判断决策能力强；　　5、工作细致认真，原则性强，有良好的执行力及职业素养；
                            ",人力资源部,不限,无,0人,信托/担保/拍卖/典当,100-499人,57%,
