职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
细胞株构建助理研究员/研究员,"7-10万
                                        

"," 
上海
",本科及以上,1年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","岗 位 职 责：负责单克隆抗体或蛋白表达的稳定细胞株开发及平台优化，包括细胞转染、克隆筛选到克隆稳定性研究等实验的计划与执行，以及后续细胞库的建立与管理；负责新药申报相关材料的撰写，并协助后续临床及新药申报等相关工作；负责日常实验数据整理分析以及实验报告的撰写；实验室仪器、设备的日常维护。任 职 条 件：生物工程、细胞生物学、生物化学等相关专业，本科以上学历；具有哺乳动物细胞培养方面的经验，特别是CHO细胞，对CHO细胞几种表达系统有所了解者优先考虑；有细胞株构建方面一年以上工作经验者，优先考虑；有良好的分析和解决问题的能力，有较强的工作热情与责任心，团队合作、交流能力强。分享微信邮件
                            ",,,不限,无,0人,制药/生物工程,100-499人,30%,
人力资源高级经理,"12-18万
                                        

"," 
北京-海淀区
",本科及以上,3年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",岗位职责：1、根据公司的发展战略目标，制定人力资源规划；2、执行并完善公司人事和行政工作的管理制度及流程规范；3、根据年度招聘计划，结合公司岗位编制制定月度招聘计划，保证公司人员供给；4、严格控制公司的各岗位编制，实施定岗定编定员；5、负责制定并完善公司的绩效考核制度，协助CHO组织实施公司绩效考核工作；6、协助CHO制定员工薪酬，福利政策，保持公司同行业薪酬水平的竞争力和动态平衡；7、建立公司的人事档案管理体系和关键岗位的审核制度；8、按照公司要求组织员工培训，完成培训认证岗位；9、指导并管理下属部门及员工的日常工作。,"要求：1、大专及以上学历，3-5年汽车行业人事管理经验，熟悉人力六大模块管理；2、精通中高端人才招聘和突出招聘管理经验；3、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；4、擅长编写工作报告、计划，熟练运用办公软件；5、良好的沟通协调能力、分析判断能力、组织能力、培训指导下属能力；6、工作严谨认真，耐心细致，有较强的条理性、逻辑性。7、有猎头合作经验者优先考虑分享微信邮件
                            ",,不限,无,0人,汽车/摩托车,1000-2000人,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理,"12-18万
                                        

"," 
北京-海淀区
",本科及以上,3年以上,普通话,年龄不限,"五险一金,绩效奖金,全勤奖,节日礼物,",岗位职责：1、根据公司的发展战略目标，制定人力资源规划；2、执行并完善公司人事和行政工作的管理制度及流程规范；3、根据年度招聘计划，结合公司岗位编制制定月度招聘计划，保证公司人员供给；4、严格控制公司的各岗位编制，实施定岗定编定员；5、负责制定并完善公司的绩效考核制度，协助CHO组织实施公司绩效考核工作；6、协助CHO制定员工薪酬，福利政策，保持公司同行业薪酬水平的竞争力和动态平衡；7、建立公司的人事档案管理体系和关键岗位的审核制度；8、按照公司要求组织员工培训，完成培训认证岗位；9、指导并管理下属部门及员工的日常工作。,"要求：1、大专及以上学历，3-5年汽车行业人事管理经验，熟悉人力六大模块管理；2、精通中高端人才招聘和突出招聘管理经验；3、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；4、擅长编写工作报告、计划，熟练运用办公软件；5、良好的沟通协调能力、分析判断能力、组织能力、培训指导下属能力；6、工作严谨认真，耐心细致，有较强的条理性、逻辑性。7、有猎头合作经验者优先考虑
                            ",,不限,无,0人,汽车/摩托车,1000-2000人,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理,"10-12万
                                        

"," 
北京
",大专及以上,3年以上,普通话,年龄不限,"年底双薪,绩效奖金,带薪年假,管理规范,公司规模大,全勤奖,发展空间大,五险一金,定期体检,",岗位职责：1、根据公司的发展战略目标，制定人力资源规划；2、执行并完善公司人事和行政工作的管理制度及流程规范；3、根据年度招聘计划，结合公司岗位编制制定月度招聘计划，保证公司人员供给；4、严格控制公司的各岗位编制，实施定岗定编定员；5、负责制定并完善公司的绩效考核制度，协助CHO组织实施公司绩效考核工作；6、协助CHO制定员工薪酬，福利政策，保持公司同行业薪酬水平的竞争力和动态平衡；7、建立公司的人事档案管理体系和关键岗位的审核制度；8、按照公司要求组织员工培训，完成培训认证岗位；9、指导并管理下属部门及员工的日常工作。,"要求：1、大专及以上学历，3-5年汽车行业人事管理经验，擅长员工关系、招聘、绩效、培训等模块管理；2、熟悉并掌握人力资源六大模块的各项工作技能；3、熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；4、擅长编写工作报告、计划，熟练运用办公软件；5、良好的沟通协调能力、分析判断能力、组织能力、培训指导下属能力；6、工作严谨认真，耐心细致，有较强的条理性、逻辑性。
                            ",人力资源部,不限,无,0人,汽车/摩托车,1000-2000人,30%,
HRD（低碳产业）,"面议
                                        

"," 
杭州
",本科及以上,8年以上,普通话,年龄不限,"股票期权,绩效奖金,带薪年假,节日礼物,领导好,扁平管理,管理规范,岗位晋升,五险一金,发展空间大,",岗位职责：1、参与智慧能源产业的战略规划、年度经营规划、上市公司治理、日常事务决策；2、协同集团HRVP、智慧能源产业CEO设计智慧能源产业及下属单位的组织结构、部门职能、岗位职责；3、与集团HRVP一起制定智慧能源产业的年度人力资源规划，制定人才供需平衡、人才竞争、人才开发的策略和计划，构建并完善人力资源管理体系；4、负责智慧能源产业及下属公司的组织与人才发展、人员招聘、日常培训、绩效管理、薪酬管理、员工关系管理、企业文化建设等工作；5、负责智慧能源产业HR团队的日常管理工作；6、完成上级交办的其它工作。,"要求：1、具备战略思维，深刻理解公司战略和HR战略；2、精通中高层管理团队、专业技术人才的招聘工作，具备较强的招聘能力；3、口头表达能力良好，心态阳光，具有稳定、良好的情绪控制能力和人际沟通能力；4、新能源、能源互联网、智慧照明、储能、节能等行业背景优先；5、能快速适应创业型企业的文化特点，兼具HR和非HR岗位经验为佳；6、全日制本科以上学历，专业不限，年龄30-40岁。薪资福利：1、工资：基本工资+奖金+股权。2、福利：五险一金+商业保险+国家法定节假日+带薪年假+节日慰问金+生日慰问金+其它
",集团人力资源部,不限,VP,5人,,500-999人,88%,
HRD(代招）,"120-144万
                                        

"," 
深圳-南山区
",统招本科,10年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,领导好,扁平管理,五险一金,发展空间大,股票期权,岗位晋升,管理规范,定期体检,年度旅游,团队聚餐,公司规模大,500强,",职责描述：1.全面统筹人力资源工作，负责开展雇主品牌、长期激励项目上；2.落实与第三方咨询公司开展绩效和薪酬福等深化工作；3.对HRVP汇报工作。,"要求：1互联网行业工作经验优先；2.与第三方公司合作过绩效和薪酬等项目落地经验；3.全日制以上本科学历；4.善于学习和知识转换能力。
                            ",综合管理中心,不限,HRVP,6人,,100-499人,,
"Senior Underwriting Manager, Corporate Solutions","8-18万
                                        

"," 
上海
",本科及以上,5年以上,普通话,年龄不限,"节日礼物,","岗位职责:Job Summary:Establish, implement and review branch underwriting strategy.Key Responsibilities:Review cases with u/w authorityConduct case study, portfolio claim experience analysis (including MAPA report) as well as medical trend analysis.Review and recommend improvement or appropriate changes to product, underwriting rules and pricing models regularly.Complete UW related issues assigned by CHO underwritingConduct self audit within teamUnderwrite new/reniwal cases within underwriting authority in branchMake recommendations on non-standard cases exceeding underwriting authority for higher level approvalInvolve in Client / Sales communicationConduct team trainingJob Requirements:University graduate or above, majoring in Mathematic, Insurance, or Actuarial subjectsOver 5 years' working experience. Related working experience is a plus.At least 3 years group insurance underwriting experience.Customer-oriented, good team player and good communication skillSound problem solving and decision making skills.
                            ",,Operations,不限,无,0人,保险,500-999人,,
人力资源高级经理,"30-48万
                                        

"," 
广州
",本科及以上,8年以上,语言不限,年龄不限,"领导好,发展空间大,五险一金,带薪年假,上市公司,提供住宿,免费班车,股票期权,","部门负责人岗位要求：1、全日制本科及以上学历，人力资源管理类相关专业优先考虑；2、八年以上人力资源方向工作经验，有COE、HRVP、HRD或优秀企业HRM工作经验者；3、对人力资源管理各个职能模块均有深入的认识,能够指导各个职能模块的工作；4、具备较好的组织变革能力，富有创新意识、拥抱变化、能适应快速的工作节奏；5、具备良好的计划及统筹能力，擅长于项目管理；6、善于沟通协调人际关系，有较强的语言表达能力、亲和力及执行力；7、具备良好的职业操守。岗位职责：1、依据工作发展战略，制定人力资源发展规划、组织发展规划；2、完善健全人力资源体系，优化工作流程。对各模块工作进行计划、组织、协调及控制；3、主导人才盘点的进行，并将人才盘点运用于人力资源六大模块；4、负责人才管理项目，包含高潜质人才选拔标准的建立、核心人才的评价、核心人才的激励与培养、人才发展与继任计划；5、基于工作战略，分解核心要素，推进绩效考核的实施及落地；6、参与“凯普学院”项目组建及完善；7、参与每年薪酬调研，薪资体系的优化；8、监督招聘模块（含项目招聘）的运行。层级关系：1、汇报对象：运营总经理/CEO；2、下属：共19人，直接下属：人力资源部经理。
                            ",,人力资源部,不限,CEO,19人,制药/生物工程,500-999人,92%,
薪酬绩效经理,"28-49万
                                        

"," 
上海
",统招本科,5年以上,语言不限,年龄不限,"五险一金,午餐补助,交通补助,带薪年假,弹性工作,扁平管理,领导好,节日礼物,团队聚餐,",岗位职责：1、协助HRVP搭建和完善公司薪酬、绩效考核体系和管理制度，梳理流程，推动落地和实施；2、负责绩效考核工作的执行和监督，对考核结果进行分析，为人才梯度、人员调动提供绩效考核依据；3、汇总薪酬、绩效相关数据并定期进行人力成本、效能等分析，提交相关分析报表；4、根据公司发展需要，完成年度预算方案；5、制作公司每月工资报表，按时发放工资，申报个税；,"要求：1、本科及以上学历，人力资源管理、企业管理、行政管理等相关专业；2、5年以上人事工作经验，3年以上绩效、薪酬相关工作经验，有互联网行业工作经验尤佳；3、熟悉劳动法、工资、保险、个人所得税及社会保险福利等政策法规及流程；4、熟悉企业绩效和薪酬体系建立及流程；5、精通熟练OFFICE操作使用，尤其是EXCEL的公式、函数应用；6、优秀的文案策划能力，能独立编撰分析报告，条理清晰、逻辑性强；7、为人公平正直，工作认真负责并具有较具有较好的执行力、沟通协调能力；8、创新性强，喜欢挑战，服务意识强，对成长公司氛围有认同感；9、有较强的学习能力和战略视角；10、一线科技/互联网行业从业经验优先。
",人力资源部,不限,HRVP,0人,,100-499人,30%,
技术服务总监（偏生产工艺）,"面议
                                        

"," 
上海
",硕士及以上,10年以上,英语 + 普通话,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,年度旅游,节日礼物,岗位晋升,五险一金,团队聚餐,技能培训,补充公积金,补充医疗商业保险,子女福利,","基本责任Essential Responsibilities	Manage Technical Services (TS) function to achieve company strategic goals. Responsible for providing technical solutions for drugs GMP manufacturing from IND to commercial manufacturing. 	Support the process development and GMP manufacturing for various biosimilar, biobetter, ADC and fast-follower products for local (China) and global regulatory filings, clinical trials and commercialization.	Recruit, train, and develop talents at all levels for Technical Service function. Keep facility and personnel GMP compliance. Manage Technical service lab and EHS compliance.	Bridge R&D; and Manufacturing department by reviewing process parameters, writing GMP/technical documentations, scaling up/engineering runs and tech transfer well developed manufacturing process to support late-phase and commercial manufacturing.	Provide technical guidance, supports and troubleshooting to manufacturing group. Offer scientific and technical suggests and solutions for QA GMP OOS/derivation investigation and CAPA.	Establish solid documentation systems and support SOP, BPR, Technical Transfer Protocol, IND/NDA documentations writing according to QA, EMA, FDA and ICH guidelines.	Test new process equipment and technology, provide optimization and continuous improvement for PD, Technical transfer and GMP manufacturing.	Present Henlius technology excellence during external conferences or industrial activities. Train staff internally, qualify staff technical knowledge and skills.	Other projects and tasks assigned by the COO of Henlius.技能，经验和教育Skills, Experience & Education	A Ph.D. degree in biological sciences, biochemistry, or bioengineering with at least 5 years of related technical and managerial experiences in the biotech or biopharma industry. 	Excellent communication skills and be bilingual for both English and Mandarin Chinese (proficient in both written and verbal aspects).  	Extensive experience in the process development for therapeutic antibody and/or recombinant protein products that are produced by a CHO-based bioprocess.	Relevant GMP manufacturing experiences for biologics, and/or facility development in compliance with CFDA, EMA or US FDA GMP standards.	Be familiar with various FDA and ICH guidelines with regard to the development of biologics for therapeutic indications.	Be goal-oriented and resourceful, capable of serving as a role model of the corporate culture emphasizing on quality, speed and innovation.
",,TS,不限,无,0人,制药/生物工程,100-499人,30%,
中试细胞培养技术员,"8-13万
                                        

"," 
上海
",本科及以上,1年以上,英语 + 普通话,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,年度旅游,节日礼物,岗位晋升,五险一金,团队聚餐,技能培训,补充公积金,补充医疗商业保险,子女福利,","岗 位 职 责(包括职权、具体工作职责、工作任务等)：1、严格按照SOP和批记录进行GMP中试车间细胞培养工段的操作，包括培养基配备，无菌接种，复苏，转移，200L生物反应器生产等相关单元操作；2、确保操作符合GMP要求，协助所在工段生产相关的偏差和变更的处理；3、参与GMP培训/核查前期的验证工作、配合核查、车间的日常生产运行；4、协助所在工段设备日常维护及生产数据的总结；5、协助GMP中试车间生产平台的建设，包括批记录编写，SOP文件的编写等具体工作；6、协助高级技术员和主管进行项目转移和放大。7、负责工段原材料耗材管理，工作区域清扫清洁，完成上级分配的临时性工作。任 职 条 件（包括学历、专业、从业经历、能力特点等）：1、本科或以上学历，生物化工、制药工程、生物化学及相关专业应届毕业生；2、有上游CHO细胞培养及一次性产品操作经验为佳；3、有GMP相关专业知识背景，有无菌操作理念和操作经验；4、良好的责任意识，具有团队合作精神，有较好的沟通能力；5、具有一定英语读写能力，熟悉简单的专业术语，能熟练使用办公电脑软件。
",,BM,不限,无,0人,制药/生物工程,100-499人,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
高级招聘专员,"10-19万
                                        

"," 
上海-徐汇区
",统招本科,5年以上,语言不限,年龄不限,"弹性工作,股票期权,带薪年假,精英团队,氛围开放活跃,",我们正在寻找一位有潜力担任知墨招聘主管级的优秀人选，希望你能够承担起招聘的重要工作内容并承担相应的责任，在公司发展扩大的过程中扮演重要角色。职责描述： 1. 根据公司人力资源规划，协助制定招聘计划，并独立负责招聘计划的执行落地，保质保量地完成招聘目标。 2. 及时梳理招聘流程中的问题，不断优化招聘流程，提升招聘质量及效率 3. 完善招聘渠道，运营人才库，提升候选人搜索质量等 4. 不断提升面试甄选技巧，有效筛选优秀候选人 5. 负责招聘会，校园宣讲会的策划及执行落地 6. 其他HRVP交代的任务,"要求： 1. 本科学历，人力资源相关专业，对招聘有无限热情 2. 在线教育领域招聘经验，猎头背景优先 3. 精湛的面试甄选技能，通过你推荐进入复试的候选人是大家期待的人选 4. 搞定问题。遇到的问题，分配的任务，您总有办法及强大的执行力搞定 5. 精准的需求把控能力，能够清晰的梳理并完善岗位说明书 6. 文案能力强，能够产出惊艳的招聘文案 7. 抗压能力强，能够承担招聘压力，并有效地完成招聘指标 8. 我们希望你是一个沟通能力极强，有责任心，关注细节，积极主动的优秀招聘人
                            ",人力资源部,不限,HRVP,0人,,1-49人,30%,
人力资源副总经理,"30-38万
                                        

"," 
江苏省
",统招本科,8年以上,语言不限,年龄不限,"五险一金,管理规范,弹性工作,定期体检,上市公司,发展空间大,公司规模大,带薪年假,领导好,技能培训,岗位晋升,优秀员工奖,",工作职责:1．负责人力资源部门整体管理工作，致力于推动总部人力资源体系规划、人力资源开发。2．监督完善人力资源管理体系，研究、设计人力资源管理模式，包含组织发展、招聘、绩效、薪酬及人才发展等体系的全面建设。3．及时向首席人力资源官提供有关人力资源战略、组织建设方面的建议，致力于提高企业综合管理水平。4．协调各类资源，开展和推动人力资源专项工作，包括组织分析、人才盘点、职级体系、领导力发展、激励方案等项目的实施和落地。5．带领人力资源团队，保证团队高效运作，培养和发展团队成员。6. 搭建集团的企业文化体系，打造和深化集团及各个业务板块的文化和价值观体系。,"资格:1．28-38 周岁，国内 985/211 高校本科及以上学历，人力资源管理、企业管理、心理学等相关专业。2．8 年及以上人力资源经理管理工作经验，有大型集团型企业人力资源工作经验，具有人力资源领域咨询工作背景者优先考虑。3．有广泛的人才资源和社会资源，有全局、战略、策略化思维，能建立、整合、协调不同的工作团队。4．成熟稳重，能承受比较高强度的工作压力，有较强的适应新环境的能力。5．具有突出的团队管理能力、沟通及协调能力。
",人力资源部,不限,无,0人,环保,1000-2000人,47%,
细胞培养技术员,"8-10万
                                        

"," 
上海-徐汇区
",本科及以上,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","Essential Responsibilities基本责任1.摇瓶哺乳动物细胞（CHO）传代培养。2.培养基制备、5L及200L反应器日常操作。3.SOP、生产记录、实验记录书写。4.实验室仪器设备的日常维护及管理。Skills, Experience & Education技能，经验和教育1.生物学或生物工程专科及以上学历；2.有细胞培养相关工作经验；3.有反应器实际操作经验；4.敬业，有责任心，具有团队合作精神。分享微信邮件
                            ",,,不限,无,0人,制药/生物工程,100-499人,30%,
中试细胞培养技术员（2018应届生）,"7-10万
                                        

"," 
上海
",大专及以上,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","岗 位 职 责：1、严格按照SOP和批记录进行GMP中试车间细胞培养工段的操作，包括培养基配备，无菌接种，复苏，转移，200L生物反应器生产等相关单元操作；2、确保操作符合GMP要求，协助所在工段生产相关的偏差和变更的处理；3、参与GMP培训/核查前期的验证工作、配合核查、车间的日常生产运行；4、协助所在工段设备日常维护及生产数据的总结；5、协助GMP中试车间生产平台的建设，包括批记录编写，SOP文件的编写等具体工作；6、协助高级技术员和主管进行项目转移和放大。7、负责工段原材料耗材管理，工作区域清扫清洁，完成上级分配的临时性工作。任 职 条 件：1、大专或以上学历，生物化工、制药工程、生物化学及相关专业应届毕业生；2、有上游CHO细胞培养及一次性产品操作经验为佳；3、有GMP相关专业知识背景，有无菌操作理念和操作经验；4、良好的责任意识，具有团队合作精神，有较好的沟通能力；5、具有一定英语读写能力，熟悉简单的专业术语，能熟练使用办公电脑软件。分享微信邮件
                            ",,,不限,无,0人,制药/生物工程,100-499人,30%,
细胞培养基开发副研究员/研究员,"8-14万
                                        

"," 
上海
",本科及以上,1年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","职责1. 负责表达抗体的细胞培养所需自主培养基的开发与优化及其相关方面的研究工作。2. 负责完善培养基开发平台的建设与应用。3. 规范撰写实验记录与培养基开发报告，协助完成新药申报相关资料，支持临床前200 L中试生产及后续临床及新药申报等相关工作。技能要求1. 本科及以上学历，生物工程、发酵工程、细胞生物学、生物化学等相关专业，具有CHO细胞工艺开发、培养基开发相关经验，工作经验大于两年以上者优先考虑。2. 熟悉细胞培养无菌操作，有摇瓶、摇管、孔板等高通量培养经验者优先考虑。3. 对DOE有一定了解，能应用DOE软件进行数据分析。4. 英语听、说、读、写能力俱佳，熟练使用办公电脑软件。5. 责任心强，具有团队合作精神，有较好的沟通能力。分享微信邮件
                            ",,,不限,无,0人,制药/生物工程,100-499人,30%,
人力共享售前顾问,"24-48万
                                        

"," 
北京
",本科及以上,经验不限,语言不限,年龄不限,"午餐补助,免费班车,团队聚餐,节日礼物,技能培训,公司规模大,","用友人力云与解决方案事业部介绍：1、服务全球企业人力资本管理发展的专业组织，为中国企业走出去与国外企业本土化人才落地的重要桥梁；2、一直站在人力资本发展对全球商业推动的前沿；致力于尖端技术与广泛的行业经验助力企业卓越绩效与基业长青；3、在大中华区是最大的人力资源软件与云服务厂商，拥有国际领先的人力云产品与解决方案，并在人工智能对未来管理的持续探索；4、在集团管控、人力共享，员工服务、人才供给、组织绩效等人力资本专业领域具备业内领先的地位。 用友人力云与解决方案部给您的职业发展带来什么：1、服务全球优秀企业，实现自己精英阶层的理想；2、成为人力资本领域的专家，助力企业发展成为企业高层可信赖的合作伙伴，获得尊重；3、与全球企业CHO、HRD以及知名学府教授成为朋友，共同推动人力资源管理发展；4、极其适合职业发展的公司文化、团队氛围、事业平台以及发展通道；5、和一群有胸怀、有激情、有能力、有远见的伙伴一起相伴成长，成就更好的自己。售前专家岗位职责：1、负责新一代用友人力云产品服务的解决方案设计与推广；2、结合客户实际业务情况，为客户提供相应的人力云解决方案的调研、分析、规划等服务；3、根据市场发展的分析，对人力云产品服务进行前瞻性及创新性的解决方案设计；4、推动全球经营机构在人力云与三支柱落地的信息化建设工作；5、结合在人力资源三支柱实践经验，帮助客户实现人力资源共享服务的转型与发展。
                            ",,ＮＣ电子商务解决方案事业...,不限,无,0人,计算机软件,10000人以上,77%,
中试细胞培养高级技术员,"面议
                                        

"," 
上海
",本科及以上,2年以上,英语 + 普通话,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,年度旅游,节日礼物,岗位晋升,五险一金,团队聚餐,技能培训,补充公积金,补充医疗商业保险,子女福利,",职位描述：1、严格按照SOP和批记录进行GMP中试车间细胞培养工段的操作，包括培养基配备，无菌接种，复苏，转移，200L生物反应器生产等相关单元操作；2、确保操作符合GMP要求，协助所在工段生产相关的偏差和变更的处理；3、参与GMP培训/核查前期的验证工作、配合核查、车间的日常生产运行；4、协助所在工段设备日常维护，及生产数据的总结和分析回顾；5、协助GMP中试车间生产平台的建设，包括工艺设计、批记录编写，SOP文件的编写等工作；6、与研发部门和商业生产部门合作，协助进行项目转移，放大和测试。7、负责工段原材料耗材管理，工作区域清扫清洁，完成上级分配的临时性工作。,"要求：1、本科或以上学历，生物化工、制药工程、生物化学及相关专业毕业生；2、至少两年以上大规模CHO细胞培养及一次性产品操作经验；3、有GMP相关专业知识背景，有无菌操作理念和操作经验；4、良好的责任意识，具有团队合作精神，有较好的沟通能力；5、良好的英语读写能力，熟悉专业术语，能熟练使用办公电脑软件。
",BM,不限,无,0人,制药/生物工程,100-499人,30%,
人力资源总监,"面议
                                        

"," 
深圳
",统招本科,5年以上,语言不限,年龄不限,"周末双休,五险一金,岗位晋升,上市公司,发展空间大,休闲餐点,技能培训,",职责描述：1.协助总部HRVP牵头制定公司的人才发展战略目标，组织分解落实至全国各区域并监督执行和检查；2.协助建立有效的组织架构，牵头制定各部门职能，保证部门高效地运作；3.组织制定和完善公司管理制度，负责制定和完善各项行政、人事管理制度和流程，并推动实施和监督检查；4.根据公司和各部门人员需求，提出内部人员调配方案，促进人员的优化配置；5.根据公司业务发展需要，负责区域人力资源管理对接工作；,"要求：1、行政管理、企业管理、工商管理等相关专业专科及以上学历；2、五年以上人资行政相关管理工作经验，至少有三年以上大中型企业同等职位工作经验；3、精通现代企业人力资源、行政后勤、企划、公共关系等方面管理；4、熟悉各类招聘渠道、招聘技巧；（有渠道招聘资源者优先）5、熟悉国家、地方相关法规政策及办事流程；6、具有较强的领导能力、判断与决策能力、沟通协调能力、计划与执行能力、逻辑思维能力；7、形象良好，谈吐气质佳，具备优秀的外联、公关能力及解决突发事件的能力。
",人才发展中心,不限,HRVP,10人,百货/批发/零售,2000-5000人,89%,
培训经理,"20-33万
                                        

"," 
上海-虹口区
",统招本科,7年以上,语言不限,年龄不限,"发展空间大,上市公司,五险一金,午餐补助,节日礼物,公司规模大,交通补助,",职责描述：1.负责搭建公司培训体系，协助HRVP做好全公司培训工作；2.负责公司的培训日常管理工作及部门员工的管理、指导、培训需求分析，制订、组织、落实年度和月度培训计划；3.参与对公司管理岗位匹配度进行分析和评定并提出培训需求和规划；4.员工的职业成长计划的支持和保障；5.负责公司文化建设工作；6.培训老师系统管理，参与课程开发。,"要求：1.	年龄原则上33岁以内，985本科或以上学历，具有3年以上培训管理相关工作经验，2、   有在知名公司相关工作经验，熟悉营销营运体系培训机制或互联网IT技术培训体系优先，有金融行业、互联网、IT行业经验者优先；3.	熟悉培训业务流程及培训渠道，体系建设；4.	业务导向，业务敏感性，优秀的沟通能力，工作的推动能力；5.      积极阳光型，学习力突出，个人发展潜力强。
",人力资源部,不限,HRVP,0人,基金/证券/期货/投资,500-999人,96%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
病毒制备科学家,"10-14万
                                        

"," 
南京
",本科及以上,1年以上,语言不限,年龄不限,"定期体检,团队聚餐,领导好,节日礼物,上市公司,发展空间大,五险一金,股票期权,免费班车,午餐补助,公司规模大,管理规范,","Job descriptionThe role will encompass both preclinical reagent supply along with early process development for clinical virus production, especially Lentivirus production for CAR-T manufacturing, the successful candidate should have rich experience in virus production. Knowledge / Skills / Abilities	Basic Knowledge required in gene expression, PCR, transfection and transduction	Knowledge in Cell Biology and Virology	Experience in Virus Purification and production, especially Lentivirus production 	Very familiar with AKTA systems and software, experience with Tangential flow filtration, Dead-end filtration, Ultracentrifugation based purification will be a plus	Knowledge in upstream bioprocess engineering in mammalian cell culture (HEK293, CHO) in stirred tank or fixed-bed bioreactors will also be a plus	Knowledge GLP, cGMP, CFR and/or PTC guidelines is preferred	Supervisory Skills and Lab Management experience is also preferredExperience / Education	MS in Science related field with at least 2+ years relevant technical experience or equivalent;	BS/BA in Science related field with at least 5+ years relevant technical experience;
",,研发部,不限,无,0人,制药/生物工程,2000-5000人,34%,
工艺开发经理,"面议
                                        

"," 
上海-宝山区
",本科及以上,4年以上,普通话,年龄不限,"发展空间大,绩效奖金,带薪年假,五险一金,节日礼物,岗位晋升,技能培训,午餐补助,年度旅游,定期体检,领导好,扁平管理,团队聚餐,",岗位职责：					1.负责CHO细胞小试工艺开发、中试放大和临床样品生产；   					2.负责细胞库的建立及细胞株可生产性评估；   					3.负责高表达细胞株稳定性研究；   					4.参与工艺开发技术报告及申报资料的撰写；   					6.按照项目要求完成其它研发相关工作，并及时汇报；   					,"要求：					1. 生物学相关专业本科及以上学历   					2. 具有1年以上摇瓶和反应器操作经验，有生物制药企业工作和抗体质量调控（如糖型、酸碱峰等）及中试放大经验者优先。  					3.思路清晰，逻辑性强，并能准确及时记录实验数据并合理分析，完成实验记录和报告； 					4. 悟性好，具有较强的学习能力和动手能力强。   					5. 良好的团队合作精神、分析与解决问题能力、过程管理能力、沟通与协调能力。					
",研发部门,制药、生物相关专业,无,0人,制药/生物工程,50-99人,65%,
